Phone,Price,Mobile Link,Brand,Color,Storage
"Infinix HOT 30 5G (Knight Black, 128 GB)","₹11,999",https://www.flipkart.com/infinix-hot-30-5g-knight-black-128-gb/p/itm6d838a176d8c4?pid=MOBGR4GQY2ZD6GY6&lid=LSTMOBGR4GQY2ZD6GY6NK8RGV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_176&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGR4GQY2ZD6GY6.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,Infinix,Ash Black,128 GB
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_177&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZDO_3jaKAyFFHHxUBcTWrzeykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,Xiaomi,Ink blue,128 GB
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_178&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZAemhrznHdqECwimrk_-TOvhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Royal Blue,64 GB
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹12,685",https://www.flipkart.com/samsung-galaxy-m14-5g-smoky-teal-128-gb/p/itm922004d76b4f7?pid=MOBGZWSZRKVHMZHW&lid=LSTMOBGZWSZRKVHMZHWZHHWZL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_179&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGZWSZRKVHMZHW.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,White,512 GB
"Motorola g14 (Steel Gray, 128 GB)","₹8,499",https://www.flipkart.com/motorola-g14-steel-gray-128-gb/p/itm31e7e237a3476?pid=MOBGQFX8GHFFWZEA&lid=LSTMOBGQFX8GHFFWZEAXI9BAC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_180&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGQFX8GHFFWZEA.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,Motorola,Groovy Violet,128 GB
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_181&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZApP9mxtuFeH8SutoCzoGEM1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,REDMI,Starshine Green,128 GB
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_182&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZDs-b7L1oqnkzwmfxgA8VqIeY9EBPqFKwGYv3ptPCd7vvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Satin Blue,64 GB
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹11,375",https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSWUGFFWCEB&lid=LSTMOBGZWSWUGFFWCEBSSWY1I&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_183&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGZWSWUGFFWCEB.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Glacier Blue,128 GB
"POCO M6 5G - Locked with Airtel Prepaid (Orion Blue, 128 GB)","₹8,599",https://www.flipkart.com/poco-m6-5g-locked-airtel-prepaid-orion-blue-128-gb/p/itmb21d22a9a4a16?pid=MOBGYHSDBXEZDV3Z&lid=LSTMOBGYHSDBXEZDV3ZNT7WUB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_184&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGYHSDBXEZDV3Z.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,POCO,Sea Green,64 GB
"realme C51 (Carbon Black, 128 GB)","₹9,499",https://www.flipkart.com/realme-c51-carbon-black-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYQNEGCN7H&lid=LSTMOBGU8PYQNEGCN7HTPPHJT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_185&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGU8PYQNEGCN7H.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,realme,Jade Black,128 GB
SAMSUNG Guru FM Plus SM-B110E/D,"₹1,599",https://www.flipkart.com/samsung-guru-fm-plus-sm-b110e-d/p/itmew8srgqg73y6p?pid=MOBEA9SJWSGMFVPP&lid=LSTMOBEA9SJWSGMFVPP8XIDUP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_186&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBEA9SJWSGMFVPP.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Jazzy Green,128 GB
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_187&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZCL-nonNMUXbs4P3VI1PTUdTh1-ygBEOOJ9kZbGsHpP2vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Glimmer Black,128 GB
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_188&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZC3-SwAV3nevml7E1selW-2BmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Ice Blue,128 GB
"Motorola g14 (Sky Blue, 128 GB)","₹8,499",https://www.flipkart.com/motorola-g14-sky-blue-128-gb/p/itme6e3af09b1936?pid=MOBGQFX8XRKKCRWZ&lid=LSTMOBGQFX8XRKKCRWZ13GRRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_189&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGQFX8XRKKCRWZ.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,Motorola,Blue Black,128 GB
"realme C51 (Mint Green, 128 GB)","₹9,499",https://www.flipkart.com/realme-c51-mint-green-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYH4CHK2YS&lid=LSTMOBGU8PYH4CHK2YSZCGIEN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_190&otracker=browse&fm=organic&iid=936aee1c-f025-4618-81b5-904b4cec16c2.MOBGU8PYH4CHK2YS.SEARCH&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,realme,Stardust Silver,256 GB
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_191&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZAqrP7ehNV2g6iMiMJupSwgOZgKUa-IyZAPz9dToTfrjPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Glimmer Black,128 GB
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_192&otracker=browse&fm=organic&iid=en_ata45Ll4Edoaib4XX11_bpAXfXGEm5HL0XKZRi1G4ZC1CiEQXI7PqJ5fxUA6V5tuQbrgU7v-squRrdgOMJBGB6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=5bz1fcvbdc0000001713048205339,SAMSUNG,Aurora Gold,128 GB
"realme C51 (Mint Green, 64 GB)","₹7,999",https://www.flipkart.com/realme-c51-mint-green-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGC7NY4PXC&lid=LSTMOBGSQGGC7NY4PXCOCBP4E&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_193&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGSQGGC7NY4PXC.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,2a,Not available
"REDMI Note 12 (Lunar Black, 64 GB)","₹10,499",https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_194&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,REDMI,Starfrost White,128 GB
"POCO X6 5G (Snowstorm White, 256 GB)","₹19,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_195&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGWMGBGPMDMYQZ.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,POCO,Power Black,64 GB
"realme Narzo N55 (Prime Blue, 64 GB)","₹9,990",https://www.flipkart.com/realme-narzo-n55-prime-blue-64-gb/p/itm599c1b2a46e04?pid=MOBGZUFMZ7H3DKHJ&lid=LSTMOBGZUFMZ7H3DKHJBEEB1O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_196&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGZUFMZ7H3DKHJ.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,Ocean Green,128 GB
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_197&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed61QkHq6tcEMmQKSGrdoOLePqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,REDMI,Charcoal Black,128 GB
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_198&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed60u57XwRKf-Nr-6sMecmxs-WVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,SAMSUNG,Ice Blue,128 GB
"Motorola Edge 40 Neo (Peach Fuzz, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-peach-fuzz-256-gb/p/itmac1703bd2f7e1?pid=MOBGW6JJQK8ZTENA&lid=LSTMOBGW6JJQK8ZTENAEWWIIG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_199&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGW6JJQK8ZTENA.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,Motorola,Ink blue,128 GB
"POCO X6 Pro 5G (Racing Grey, 256 GB)","₹25,499",https://www.flipkart.com/poco-x6-pro-5g-racing-grey-256-gb/p/itm85f4a34189fd0?pid=MOBGWMGB59GUTVDT&lid=LSTMOBGWMGB59GUTVDTPP7DKJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_200&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGWMGB59GUTVDT.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,POCO,Ash Black,128 GB
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_201&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed61tzj3YNBzsmSV-dB6SWs9XykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,Xiaomi,Ink blue,128 GB
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_202&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed60oelIClau7WfYRcmJzF4aFhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,SAMSUNG,Royal Blue,64 GB
"realme Narzo N55 (Prime Blue, 128 GB)","₹9,849",https://www.flipkart.com/realme-narzo-n55-prime-blue-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUUFH4RHUGC&lid=LSTMOBGZZUUFH4RHUGCUVFPZQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_203&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGZZUUFH4RHUGC.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,White,512 GB
"POCO M6 Pro 5G (Forest Green, 256 GB)","₹12,499",https://www.flipkart.com/poco-m6-pro-5g-forest-green-256-gb/p/itm5600e7d7f5ddc?pid=MOBGVGDQ5JZ9YX2G&lid=LSTMOBGVGDQ5JZ9YX2GMH9CUM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_204&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGVGDQ5JZ9YX2G.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,POCO,Groovy Violet,128 GB
"REDMI 13C (Starfrost White, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm77877eab8617d?pid=MOBGWV9ERZ8YACPA&lid=LSTMOBGWV9ERZ8YACPA7PIG0S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_205&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGWV9ERZ8YACPA.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,REDMI,Starshine Green,128 GB
"POCO M6 Pro 5G (Power Black, 256 GB)","₹12,499",https://www.flipkart.com/poco-m6-pro-5g-power-black-256-gb/p/itme40c1e1538153?pid=MOBGVGDQ5MV3HPEZ&lid=LSTMOBGVGDQ5MV3HPEZ6BAJSL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_206&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGVGDQ5MV3HPEZ.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,POCO,Satin Blue,64 GB
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_207&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed617yPlGbDQVjponUZlpUip41TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,REDMI,Glacier Blue,128 GB
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_208&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed62i84dmEBYafFhXwp74-J7PlQN8UmZpY79IEFiWgo-wSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,SAMSUNG,Sea Green,64 GB
"realme 12 Pro 5G (Navigator Beige, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S46ZD2ZGH&lid=LSTMOBGWH8S46ZD2ZGHOFJ8VN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_209&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGWH8S46ZD2ZGH.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,Jade Black,128 GB
"realme Narzo 60 5G (Cosmic Black, 128 GB)","₹15,430",https://www.flipkart.com/realme-narzo-60-5g-cosmic-black-128-gb/p/itmb9662c161eea6?pid=MOBGRHT2RYUE4DBZ&lid=LSTMOBGRHT2RYUE4DBZPD99QP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_210&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGRHT2RYUE4DBZ.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,Jazzy Green,128 GB
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_211&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed610Bq4zmSrLyRpIekba0pBnDiQL9T68n3DkVu69V5jBrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,SAMSUNG,Glimmer Black,128 GB
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_212&otracker=browse&fm=organic&iid=en_iU9Jsm60DBqwdj6GoB1GUv2URlG9xM3JBo13LC5ed60bhvOQmQrrbyU1Jlyqey3_BmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,SAMSUNG,Ice Blue,128 GB
"realme C55 (Rainforest, 128 GB)","₹13,999",https://www.flipkart.com/realme-c55-rainforest-128-gb/p/itm054283d14c56e?pid=MOBGNBYJPF2DEADS&lid=LSTMOBGNBYJPF2DEADSUWHGW7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_213&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGNBYJPF2DEADS.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,Blue Black,128 GB
"realme Narzo 60 5G (Mars Orange, 128 GB)","₹15,368",https://www.flipkart.com/realme-narzo-60-5g-mars-orange-128-gb/p/itmb9662c161eea6?pid=MOBGRHSY2NXUH3XR&lid=LSTMOBGRHSY2NXUH3XR5R2Y48&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_214&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGRHSY2NXUH3XR.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,Stardust Silver,256 GB
"realme Narzo N55 (Prime Black, 128 GB)","₹9,484",https://www.flipkart.com/realme-narzo-n55-prime-black-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUPPPPUW2MG&lid=LSTMOBGZZUPPPPUW2MGLMSKE3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_215&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGZZUPPPPUW2MG.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,realme,Glimmer Black,128 GB
"REDMI 13c 5G (Startrail Silver, 256 GB)","₹13,662",https://www.flipkart.com/redmi-13c-5g-startrail-silver-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BRXYEVVN&lid=LSTMOBGW6S7BRXYEVVNBH4MOG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_216&otracker=browse&fm=organic&iid=d4412375-c634-4031-b68e-5e12ef94620f.MOBGW6S7BRXYEVVN.SEARCH&ppt=None&ppn=None&ssid=7vkgjejmps0000001713048207468,REDMI,Aurora Gold,128 GB
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_217&otracker=browse&fm=organic&iid=en_mx43DbRjKPbjb9V_rs8YPA45QzZc7X2gjN9afiDobp43BmfZ2H1xJw36lrIo28FFqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gbreledfls0000001713048210142,REDMI,2a,Not available
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_218&otracker=browse&fm=organic&iid=en_mx43DbRjKPbjb9V_rs8YPA45QzZc7X2gjN9afiDobp5LjX3Ky21ZfRmYNQjg1zzyWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gbreledfls0000001713048210142,SAMSUNG,Starfrost White,128 GB
"realme C55 (Rainy Night, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJXR9BTBFT&lid=LSTMOBGNBYJXR9BTBFTO9NHKK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_219&otracker=browse&fm=organic&iid=19be1995-33cc-4ff6-a59b-bbae5bb25f18.MOBGNBYJXR9BTBFT.SEARCH&ppt=None&ppn=None&ssid=gbreledfls0000001713048210142,realme,Power Black,64 GB
"realme C55 (Sunshower, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJDJ5YBVGQ&lid=LSTMOBGNBYJDJ5YBVGQ8JESXS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_220&otracker=browse&fm=organic&iid=19be1995-33cc-4ff6-a59b-bbae5bb25f18.MOBGNBYJDJ5YBVGQ.SEARCH&ppt=None&ppn=None&ssid=gbreledfls0000001713048210142,realme,Ocean Green,128 GB
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_221&otracker=browse&fm=organic&iid=en_mx43DbRjKPbjb9V_rs8YPA45QzZc7X2gjN9afiDobp6gNQmwd8Os5oFJI8DwaJUXykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gbreledfls0000001713048210142,Xiaomi,Charcoal Black,128 GB
