Phone,Price,Mobile Link,Brand,Color,Storage
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_11&otracker=browse&fm=organic&iid=en__i3XWxhexp4oblzs9ipxpqeq9cwIdjhfzGoBLBKZe6rqssGHUbXPKg8gLQ-FCgzUdymi4zMmPRVXPz3WeZOynOvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,Xiaomi,White,512 GB
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_12&otracker=browse&fm=organic&iid=en__i3XWxhexp4oblzs9ipxpqeq9cwIdjhfzGoBLBKZe6qXcLS59X5HrjqBiISunQuJxSJWgYi9VlCXxevwpu4KCmaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,SAMSUNG,Groovy Violet,128 GB
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm766650509967e?pid=MOBGUFK4FEVX2D5T&lid=LSTMOBGUFK4FEVX2D5TYKGLO6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_13&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGUFK4FEVX2D5T.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,MOTOROLA,Starshine Green,128 GB
"Motorola G34 5G (Ice Blue, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-ice-blue-128-gb/p/itm0f6b45af1c0f0?pid=MOBGUFK4ZX2ZHMTQ&lid=LSTMOBGUFK4ZX2ZHMTQPDILZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_14&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGUFK4ZX2ZHMTQ.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,Motorola,Satin Blue,64 GB
"Motorola Edge 40 Neo (Black Beauty, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-128-gb/p/itm01cc46d96a79f?pid=MOBGQFX6JGTWFSGD&lid=LSTMOBGQFX6JGTWFSGDTXTCZS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_15&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGQFX6JGTWFSGD.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,Motorola,Glacier Blue,128 GB
"vivo T2x 5G (Glimmer Black, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUF389GDMP&lid=LSTMOBGZBFUF389GDMPYKMTEO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_16&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGZBFUF389GDMP.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,vivo,Sea Green,64 GB
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_17&otracker=browse&fm=organic&iid=en__i3XWxhexp4oblzs9ipxpqeq9cwIdjhfzGoBLBKZe6qcd5zTGfr6rRODGdIXUJacB5-aRppkgDwG2QWURTateK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,REDMI,Jade Black,128 GB
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_18&otracker=browse&fm=organic&iid=en__i3XWxhexp4oblzs9ipxpqeq9cwIdjhfzGoBLBKZe6qZly8yQ0-h6QyIBjTOh6enB1gctVj8zXD1ISPv_29gWvKSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,SAMSUNG,Jazzy Green,128 GB
"vivo T2x 5G (Glimmer Black, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZDW5JHYW&lid=LSTMOBGZBFUZDW5JHYWRCDY5W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_19&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGZBFUZDW5JHYW.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,vivo,Glimmer Black,128 GB
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹19,419",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ3ZFQ8AKKRS&lid=LSTMOBGZJ3ZFQ8AKKRS488YYT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_20&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGZJ3ZFQ8AKKRS.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,OnePlus,Ice Blue,128 GB
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_21&otracker=browse&fm=organic&iid=en__i3XWxhexp4oblzs9ipxpqeq9cwIdjhfzGoBLBKZe6q7vYxM1fSveMhEOZ1wnM_An2yEpSKCztiofy5m_5be2csrgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,SAMSUNG,Blue Black,128 GB
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=en__i3XWxhexp4oblzs9ipxpqeq9cwIdjhfzGoBLBKZe6o7QRm6I-qbn0IMGfPr4856RxiN0zJiustx6AjJNKC62MDbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,SAMSUNG,Stardust Silver,256 GB
"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFU4HBKKFSN&lid=LSTMOBGZBFU4HBKKFSNXXMXTS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_23&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGZBFU4HBKKFSN.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,vivo,Glimmer Black,128 GB
"vivo T2x 5G (Aurora Gold, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUFNDXSGHS&lid=LSTMOBGZBFUFNDXSGHSMEZSSN&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=b_1_24&otracker=browse&fm=organic&iid=fa1e678a-c04f-4bcb-89e4-4f3739de5b1f.MOBGZBFUFNDXSGHS.SEARCH&ppt=None&ppn=None&ssid=4mc7a6vc7k0000001713048194168,vivo,Aurora Gold,128 GB
"vivo T2x 5G (Black Gladiator, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-black-gladiator-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9A9UCT35A&lid=LSTMOBGXZG9A9UCT35AGNETW4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_25&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGXZG9A9UCT35A.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,vivo,2a,Not available
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,290",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVGYU2F5CYT&lid=LSTMOBGQFVGYU2F5CYTWFPKTG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_26&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGQFVGYU2F5CYT.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,Nokia,Starfrost White,128 GB
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_27&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_wDm3I3ZzhfitKHDQqRsf9KqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,REDMI,Power Black,64 GB
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_28&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_wHD2_XsfrosbMUt9G8ZfgHWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,SAMSUNG,Ocean Green,128 GB
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹17,499",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMNI4CBJY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_29&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGZJ42KHUZZKMN.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,OnePlus,Charcoal Black,128 GB
"vivo T2x 5G (Aurora Gold, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUQMTHYHSH&lid=LSTMOBGZBFUQMTHYHSH0PCGX7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_30&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGZBFUQMTHYHSH.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,vivo,Ice Blue,128 GB
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_31&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_xOH3qRRb3yzEz_GBpW2JF5ykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,Xiaomi,Ink blue,128 GB
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_32&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_zuQDWWmjGR_LZqZDvrneFRhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,SAMSUNG,Ash Black,128 GB
"REDMI 13C (Starshine Green, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itmc4f0763fb3a50?pid=MOBGW4HKUXHFDYU2&lid=LSTMOBGW4HKUXHFDYU2WMFCCU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGW4HKUXHFDYU2.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,REDMI,Ink blue,128 GB
"Motorola G34 5G (Charcoal Black, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-charcoal-black-128-gb/p/itm357c0dba433c3?pid=MOBGUFK494PA7H5Z&lid=LSTMOBGUFK494PA7H5ZSSVXQV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGUFK494PA7H5Z.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,Motorola,Royal Blue,64 GB
"Motorola Edge 40 Neo (Black Beauty, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-256-gb/p/itmd1cc863c7e37a?pid=MOBGQFX6FXEZ3GCE&lid=LSTMOBGQFX6FXEZ3GCEQGSJBA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_35&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGQFX6FXEZ3GCE.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,Motorola,White,512 GB
"vivo T2x 5G (Glimmer Black, 128 GB)","₹14,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZEMCKRGE&lid=LSTMOBGZBFUZEMCKRGEW3VLBC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGZBFUZEMCKRGE.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,vivo,Groovy Violet,128 GB
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_xVnDszbp4CK3ROeFWGD9YO1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,REDMI,Starshine Green,128 GB
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_x0U1SFWAXO4JxhrAQkM9-UeY9EBPqFKwGYv3ptPCd7vvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,SAMSUNG,Satin Blue,64 GB
"vivo T2x 5G (Black Gladiator, 128 GB)","₹14,999",https://www.flipkart.com/vivo-t2x-5g-black-gladiator-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9GWN7SMQK&lid=LSTMOBGXZG9GWN7SMQKBTE6JO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGXZG9GWN7SMQK.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,vivo,Glacier Blue,128 GB
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹8,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm981de8de27246?pid=MOBGUFK4BDFF37GG&lid=LSTMOBGUFK4BDFF37GGSDO3HT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGUFK4BDFF37GG.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,MOTOROLA,Sea Green,64 GB
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_zX2bMWvCfRc65VQ1EMmpRQTh1-ygBEOOJ9kZbGsHpP2vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,SAMSUNG,Jade Black,128 GB
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=en_nml8XAaTSXUwPe01F1G6IXe-yszVFI7q7_cDXUWbB_xk1t4mWGMOeKTq4h6q07trBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,SAMSUNG,Jazzy Green,128 GB
"REDMI 13C (Stardust Black, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-stardust-black-128-gb/p/itm9b22752239e4d?pid=MOBGW4HKVU4ZGZFZ&lid=LSTMOBGW4HKVU4ZGZFZCHB6WV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGW4HKVU4ZGZFZ.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,REDMI,Glimmer Black,128 GB
"Motorola g54 5G (Pearl Blue, 128 GB)","₹14,999",https://www.flipkart.com/motorola-g54-5g-pearl-blue-128-gb/p/itm8d5c2baa065c6?pid=MOBGQFX8TMM555GW&lid=LSTMOBGQFX8TMM555GWMGXPWV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGQFX8TMM555GW.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,Motorola,Ice Blue,128 GB
"REDMI A2 (Classic Black, 64 GB)","₹5,299",https://www.flipkart.com/redmi-a2-classic-black-64-gb/p/itm93a82cd23ef97?pid=MOBGRHB6XAEUADQB&lid=LSTMOBGRHB6XAEUADQB6UKL5S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGRHB6XAEUADQB.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,REDMI,Blue Black,128 GB
"MOTOROLA G04 (Sunrise Orange, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-sunrise-orange-64-gb/p/itm4fb15fb244a2b?pid=MOBGUFK4NYZHCY9V&lid=LSTMOBGUFK4NYZHCY9VGYAV1A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=browse&fm=organic&iid=805a5383-559d-4287-b556-71d8d38252a4.MOBGUFK4NYZHCY9V.SEARCH&ppt=None&ppn=None&ssid=dalbh73e5s0000001713048195844,MOTOROLA,Stardust Silver,256 GB
