Phone,Price,Mobile Link,Brand,Color,Storage
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm766650509967e?pid=MOBGUFK4FEVX2D5T&lid=LSTMOBGUFK4FEVX2D5TYKGLO6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_11&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGUFK4FEVX2D5T.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,MOTOROLA,White,512 GB
"MOTOROLA G04 (Sea Green, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-sea-green-64-gb/p/itma5e47013b85f7?pid=MOBGUFK4HDHHKJPP&lid=LSTMOBGUFK4HDHHKJPPCWIVJB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_12&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGUFK4HDHHKJPP.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,MOTOROLA,Groovy Violet,128 GB
"Motorola Edge 40 Neo (Black Beauty, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-128-gb/p/itm01cc46d96a79f?pid=MOBGQFX6JGTWFSGD&lid=LSTMOBGQFX6JGTWFSGDTXTCZS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_13&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGQFX6JGTWFSGD.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,Motorola,Starshine Green,128 GB
"MOTOROLA G04 (Concord Black, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-concord-black-64-gb/p/itm1466484dd2cea?pid=MOBGUFK4HPBEUCFH&lid=LSTMOBGUFK4HPBEUCFHHMCZAP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_14&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGUFK4HPBEUCFH.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,MOTOROLA,Satin Blue,64 GB
"Motorola G34 5G (Ice Blue, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-ice-blue-128-gb/p/itm0f6b45af1c0f0?pid=MOBGUFK4ZX2ZHMTQ&lid=LSTMOBGUFK4ZX2ZHMTQPDILZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_15&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGUFK4ZX2ZHMTQ.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,Motorola,Glacier Blue,128 GB
"REDMI 13C (Starshine Green, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itmc4f0763fb3a50?pid=MOBGW4HKUXHFDYU2&lid=LSTMOBGW4HKUXHFDYU2WMFCCU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_16&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGW4HKUXHFDYU2.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,REDMI,Sea Green,64 GB
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹19,347",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ3ZFQ8AKKRS&lid=LSTMOBGZJ3ZFQ8AKKRS7Z6DKL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_17&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGZJ3ZFQ8AKKRS.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,OnePlus,Jade Black,128 GB
"vivo T2x 5G (Glimmer Black, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUF389GDMP&lid=LSTMOBGZBFUF389GDMPYKMTEO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_18&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGZBFUF389GDMP.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,vivo,Jazzy Green,128 GB
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","₹19,432",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ45PS4AQ7BA&lid=LSTMOBGZJ45PS4AQ7BANJ5XF3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_19&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGZJ45PS4AQ7BA.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,OnePlus,Glimmer Black,128 GB
"vivo T2x 5G (Glimmer Black, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZDW5JHYW&lid=LSTMOBGZBFUZDW5JHYWRCDY5W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_20&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGZBFUZDW5JHYW.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,vivo,Ice Blue,128 GB
"vivo T2x 5G (Aurora Gold, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUFNDXSGHS&lid=LSTMOBGZBFUFNDXSGHSMEZSSN&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=b_1_21&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGZBFUFNDXSGHS.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,vivo,Blue Black,128 GB
"vivo T2x 5G (Black Gladiator, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-black-gladiator-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9A9UCT35A&lid=LSTMOBGXZG9A9UCT35AGNETW4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGXZG9A9UCT35A.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,vivo,Stardust Silver,256 GB
"vivo T2x 5G (Sunstone Orange, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-sunstone-orange-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9HX9EUTZR&lid=LSTMOBGXZG9HX9EUTZRVKASRL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_23&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGXZG9HX9EUTZR.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,vivo,Glimmer Black,128 GB
"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFU4HBKKFSN&lid=LSTMOBGZBFU4HBKKFSNXXMXTS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_24&otracker=browse&fm=organic&iid=20f31b2c-4a68-4b38-b83c-6db674d3c3d4.MOBGZBFU4HBKKFSN.SEARCH&ppt=None&ppn=None&ssid=3es4yq2zb40000001713282777354,vivo,Aurora Gold,128 GB
"vivo T2x 5G (Black Gladiator, 128 GB)","₹14,999",https://www.flipkart.com/vivo-t2x-5g-black-gladiator-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9GWN7SMQK&lid=LSTMOBGXZG9GWN7SMQKBTE6JO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_25&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGXZG9GWN7SMQK.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,2a,Not available
"vivo T2x 5G (Sunstone Orange, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-sunstone-orange-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9N7GSM9XJ&lid=LSTMOBGXZG9N7GSM9XJOLZEUY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_26&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGXZG9N7GSM9XJ.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Starfrost White,128 GB
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_27&otracker=browse&fm=organic&iid=en_Yj9Ph6wbAhLcb_SStB43vMpZCbGCnVdFOFvbmGHYTdR3U6BMxUDv-nDVX6aJVzNWkowP9UOgkblx6Nb6j3vYB_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,realme,Power Black,64 GB
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_28&otracker=browse&fm=organic&iid=en_Yj9Ph6wbAhLcb_SStB43vMpZCbGCnVdFOFvbmGHYTdQeExRqC9RDAWj1GevzEIe5y-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,Nothing,Ocean Green,128 GB
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹17,460",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMNMOITMO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_29&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGZJ42KHUZZKMN.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,OnePlus,Charcoal Black,128 GB
"vivo T2x 5G (Marine Blue, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUPTU7DNCA&lid=LSTMOBGZBFUPTU7DNCAHXPJPG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_30&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGZBFUPTU7DNCA.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Ice Blue,128 GB
"vivo T2x 5G (Aurora Gold, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUQMTHYHSH&lid=LSTMOBGZBFUQMTHYHSHJMZZZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_31&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGZBFUQMTHYHSH.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Ink blue,128 GB
"Motorola Edge 40 Neo (Black Beauty, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-256-gb/p/itmd1cc863c7e37a?pid=MOBGQFX6FXEZ3GCE&lid=LSTMOBGQFX6FXEZ3GCEQGSJBA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_32&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGQFX6FXEZ3GCE.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,Motorola,Ash Black,128 GB
"vivo T2x 5G (Glimmer Black, 128 GB)","₹14,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZEMCKRGE&lid=LSTMOBGZBFUZEMCKRGEW3VLBC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGZBFUZEMCKRGE.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Ink blue,128 GB
"MOTOROLA G04 (Satin Blue, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g04-satin-blue-128-gb/p/itm723b134b6121c?pid=MOBGUFK4DNFX5BFV&lid=LSTMOBGUFK4DNFX5BFVR3WXGI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGUFK4DNFX5BFV.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,MOTOROLA,Royal Blue,64 GB
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_35&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGWUHSZKWBZQWJ.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,REDMI,White,512 GB
"Motorola G34 5G (Ocean Green, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-ocean-green-128-gb/p/itm3420a8e79e129?pid=MOBGUFK49KDBZUMC&lid=LSTMOBGUFK49KDBZUMCRZHEGQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGUFK49KDBZUMC.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,Motorola,Groovy Violet,128 GB
"Apple iPhone 15 (Blue, 128 GB)","₹65,999",https://www.flipkart.com/apple-iphone-15-blue-128-gb/p/itmbf14ef54f645d?pid=MOBGTAGPAQNVFZZY&lid=LSTMOBGTAGPAQNVFZZYO7HQ2L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGTAGPAQNVFZZY.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,Apple,Starshine Green,128 GB
"REDMI 13C (Starshine Green, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itmc4f0763fb3a50?pid=MOBGW4HKUXHFDYU2&lid=LSTMOBGW4HKUXHFDYU2WMFCCU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGW4HKUXHFDYU2.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,REDMI,Satin Blue,64 GB
"POCO C65 (Matte Black, 128 GB)","₹7,999",https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itme8d1e736a1e3f?pid=MOBGVVTXBXRRZEUK&lid=LSTMOBGVVTXBXRRZEUKZU2IO7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGVVTXBXRRZEUK.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,POCO,Glacier Blue,128 GB
"REDMI 13C (Stardust Black, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-stardust-black-128-gb/p/itm9b22752239e4d?pid=MOBGW4HKVU4ZGZFZ&lid=LSTMOBGW4HKVU4ZGZFZCHB6WV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGW4HKVU4ZGZFZ.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,REDMI,Sea Green,64 GB
"vivo T2 Pro 5G (New Moon Black, 256 GB)","₹24,999",https://www.flipkart.com/vivo-t2-pro-5g-new-moon-black-256-gb/p/itm1230688cdef18?pid=MOBGT4RZMZFEWDY7&lid=LSTMOBGT4RZMZFEWDY7EEVQUQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGT4RZMZFEWDY7.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Jade Black,128 GB
"vivo T2 Pro 5G (Dune Gold, 256 GB)","₹24,999",https://www.flipkart.com/vivo-t2-pro-5g-dune-gold-256-gb/p/itm1230688cdef18?pid=MOBGT4RZUPKD8HDK&lid=LSTMOBGT4RZUPKD8HDK4QMUBF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGT4RZUPKD8HDK.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Jazzy Green,128 GB
"vivo T2 Pro 5G (Dune Gold, 128 GB)","₹23,999",https://www.flipkart.com/vivo-t2-pro-5g-dune-gold-128-gb/p/itm1230688cdef18?pid=MOBGT4RZCFZWHGKT&lid=LSTMOBGT4RZCFZWHGKTC6OIFL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGT4RZCFZWHGKT.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Glimmer Black,128 GB
"vivo T2 Pro 5G (New Moon Black, 128 GB)","₹23,999",https://www.flipkart.com/vivo-t2-pro-5g-new-moon-black-128-gb/p/itm1230688cdef18?pid=MOBGT4RZRRET8QQS&lid=LSTMOBGT4RZRRET8QQSIULEMX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGT4RZRRET8QQS.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,vivo,Ice Blue,128 GB
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹8,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm981de8de27246?pid=MOBGUFK4BDFF37GG&lid=LSTMOBGUFK4BDFF37GGSDO3HT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGUFK4BDFF37GG.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,MOTOROLA,Blue Black,128 GB
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹10,999",https://www.flipkart.com/poco-m6-pro-5g-forest-green-128-gb/p/itm151f47ed48eee?pid=MOBGRNZ3FZBVRYHQ&lid=LSTMOBGRNZ3FZBVRYHQLWWUJH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGRNZ3FZBVRYHQ.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,POCO,Stardust Silver,256 GB
"Apple iPhone 15 (Black, 128 GB)","₹65,999",https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WVZNSC6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,Apple,Glimmer Black,128 GB
"Motorola g84 5G (Viva Magenta, 256 GB)","₹17,999",https://www.flipkart.com/motorola-g84-5g-viva-magenta-256-gb/p/itmed938e33ffdf5?pid=MOBGQFX672GDDQAQ&lid=LSTMOBGQFX672GDDQAQ5UMDBM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=browse&fm=organic&iid=14aeae8f-4b6f-4bae-97b9-3114ea768abc.MOBGQFX672GDDQAQ.SEARCH&ppt=None&ppn=None&ssid=jqtwypgl5s0000001713282781131,Motorola,Aurora Gold,128 GB
"Infinix SMART 8 (Shiny Gold, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-shiny-gold-128-gb/p/itmb5696a34ad441?pid=MOBGWV5H9XEBFU4H&lid=LSTMOBGWV5H9XEBFU4H3X8LJ2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=browse&fm=organic&iid=c3530df1-2d39-4beb-978b-2ac27e198582.MOBGWV5H9XEBFU4H.SEARCH&ppt=None&ppn=None&ssid=pvisfott4g0000001713282784838,Infinix,2a,Not available
