Phone,Price,Mobile Link,Brand
"REDMI Note 12 (Lunar Black, 64 GB)","₹10,499",https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_196&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,REDMI
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_197&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxTZ4OGFfXVkkvX9tkzqMSQMqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,REDMI
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_198&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxSW9A4Q9MLaXv2zs5SZSVQEWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,SAMSUNG
"POCO X6 Pro 5G (Racing Grey, 256 GB)","₹25,499",https://www.flipkart.com/poco-x6-pro-5g-racing-grey-256-gb/p/itm85f4a34189fd0?pid=MOBGWMGB59GUTVDT&lid=LSTMOBGWMGB59GUTVDTPP7DKJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_199&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGWMGB59GUTVDT.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,POCO
"Motorola Edge 40 Neo (Peach Fuzz, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-peach-fuzz-256-gb/p/itmac1703bd2f7e1?pid=MOBGW6JJQK8ZTENA&lid=LSTMOBGW6JJQK8ZTENAEWWIIG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_200&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGW6JJQK8ZTENA.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,Motorola
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_201&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxQ45M3eM3ah8intMMhKQdu-kUbmvgqTG5Bz-xYRUldLsPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,Xiaomi
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_202&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxR8syxtPYnkHfK-cfPe1UR-hLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,SAMSUNG
"POCO M6 Pro 5G (Forest Green, 256 GB)","₹12,499",https://www.flipkart.com/poco-m6-pro-5g-forest-green-256-gb/p/itm5600e7d7f5ddc?pid=MOBGVGDQ5JZ9YX2G&lid=LSTMOBGVGDQ5JZ9YX2GMH9CUM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_203&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGVGDQ5JZ9YX2G.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,POCO
"POCO X6 5G (Snowstorm White, 256 GB)","₹19,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_204&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGWMGBGPMDMYQZ.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,POCO
"POCO M6 Pro 5G (Power Black, 256 GB)","₹12,499",https://www.flipkart.com/poco-m6-pro-5g-power-black-256-gb/p/itme40c1e1538153?pid=MOBGVGDQ5MV3HPEZ&lid=LSTMOBGVGDQ5MV3HPEZ6BAJSL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_205&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGVGDQ5MV3HPEZ.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,POCO
"REDMI 13c 5G (Startrail Silver, 256 GB)","₹13,662",https://www.flipkart.com/redmi-13c-5g-startrail-silver-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BRXYEVVN&lid=LSTMOBGW6S7BRXYEVVNBH4MOG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_206&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGW6S7BRXYEVVN.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,REDMI
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_207&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxSfI7fVdSKLPNHW-32XZAZp1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,REDMI
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_208&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxQyTR-EST_8wk8r-ZanIR6MeY9EBPqFKwGYv3ptPCd7vvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,SAMSUNG
"realme Narzo N55 (Prime Blue, 64 GB)","₹9,990",https://www.flipkart.com/realme-narzo-n55-prime-blue-64-gb/p/itm599c1b2a46e04?pid=MOBGZUFMZ7H3DKHJ&lid=LSTMOBGZUFMZ7H3DKHJBEEB1O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_209&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGZUFMZ7H3DKHJ.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,realme
"realme C55 (Rainforest, 128 GB)","₹13,999",https://www.flipkart.com/realme-c55-rainforest-128-gb/p/itm054283d14c56e?pid=MOBGNBYJPF2DEADS&lid=LSTMOBGNBYJPF2DEADSUWHGW7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_210&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGNBYJPF2DEADS.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,realme
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_211&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxRj9zz6s5_kMXeLekvoHoYFTh1-ygBEOOJ9kZbGsHpP2vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,SAMSUNG
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_212&otracker=browse&fm=organic&iid=en_2-Sjj3fSuc7EWnExSU5lJAq5QOjnmRzkMyZwXWlBPxS9Keznq-tw-NZVTvlq8iBSBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,SAMSUNG
"realme Narzo N55 (Prime Blue, 128 GB)","₹9,849",https://www.flipkart.com/realme-narzo-n55-prime-blue-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUUFH4RHUGC&lid=LSTMOBGZZUUFH4RHUGCUVFPZQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_213&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGZZUUFH4RHUGC.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,realme
"realme 12 Pro 5G (Navigator Beige, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S46ZD2ZGH&lid=LSTMOBGWH8S46ZD2ZGHOFJ8VN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_214&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGWH8S46ZD2ZGH.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,realme
"realme Narzo 60 5G (Mars Orange, 128 GB)","₹15,368",https://www.flipkart.com/realme-narzo-60-5g-mars-orange-128-gb/p/itmb9662c161eea6?pid=MOBGRHSY2NXUH3XR&lid=LSTMOBGRHSY2NXUH3XR5R2Y48&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_215&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGRHSY2NXUH3XR.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,realme
"realme Narzo 60 5G (Cosmic Black, 128 GB)","₹15,430",https://www.flipkart.com/realme-narzo-60-5g-cosmic-black-128-gb/p/itmb9662c161eea6?pid=MOBGRHT2RYUE4DBZ&lid=LSTMOBGRHT2RYUE4DBZPD99QP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_216&otracker=browse&fm=organic&iid=e2a25452-5a41-4b18-9846-31e3a6f9aa92.MOBGRHT2RYUE4DBZ.SEARCH&ppt=None&ppn=None&ssid=1o8sqzd9qo0000001713044784367,realme
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_217&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpVAHDJcTUQXYfLszkAkVhRaqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,REDMI
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_218&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpWFHjV7O9Ilvr2WM3pKHlTeWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S2HYMNRZM&lid=LSTMOBGWH8S2HYMNRZMZK1NMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_219&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGWH8S2HYMNRZM.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,realme
"realme C55 (Rainy Night, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJXR9BTBFT&lid=LSTMOBGNBYJXR9BTBFTO9NHKK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_220&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGNBYJXR9BTBFT.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,realme
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_221&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpUBZPFTqiH6r59NUCjAc5rRkUbmvgqTG5Bz-xYRUldLsPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,Xiaomi
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_222&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpVM3ODx1nE_A2AYcOHoeNpShLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
"realme C55 (Sunshower, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJDJ5YBVGQ&lid=LSTMOBGNBYJDJ5YBVGQ8JESXS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_223&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGNBYJDJ5YBVGQ.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,realme
"realme C55 (Rainforest, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainforest-64-gb/p/itm054283d14c56e?pid=MOBGNBYJ3GSGXWYQ&lid=LSTMOBGNBYJ3GSGXWYQAWLW8U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_224&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGNBYJ3GSGXWYQ.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,realme
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,329",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm4a32eadacb09b?pid=MOBGC96FVTHVNXNH&lid=LSTMOBGC96FVTHVNXNHFXBBFB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_225&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGC96FVTHVNXNH.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,Nokia
"REDMI 13c 5G (Starlight Black, 128 GB)","₹11,586",https://www.flipkart.com/redmi-13c-5g-starlight-black-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7KKHF3GMJ&lid=LSTMOBGW6S7KKHF3GMJMKH3RH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_226&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGW6S7KKHF3GMJ.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,REDMI
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_227&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpVq0pnb-X5QblTmhLo6ch5k1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,REDMI
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_228&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpXOcc4LXTR1IWceXgIwHrJIeY9EBPqFKwGYv3ptPCd7vvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
"REDMI 13c 5G (Startrail Green, 128 GB)","₹11,780",https://www.flipkart.com/redmi-13c-5g-startrail-green-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BFMR5HEX&lid=LSTMOBGW6S7BFMR5HEXXXSEQA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_229&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGW6S7BFMR5HEX.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,REDMI
Jio B1,"₹1,480",https://www.flipkart.com/jio-b1/p/itm739ff475d0764?pid=MOBGWXSUHMAETSAY&lid=LSTMOBGWXSUHMAETSAYZSLGYE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_230&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGWXSUHMAETSAY.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,Jio
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_231&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpXrtWTc4hTtcom6GCUz_upHTh1-ygBEOOJ9kZbGsHpP2vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_232&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpUMZ8mmWiaGhzSF2KCXEDypBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
Kechaoda A27,₹970,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFE4D2MFCWZDUM&lid=LSTMOBFE4D2MFCWZDUM48L2V0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_233&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBFE4D2MFCWZDUM.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,Kechaoda
"REDMI 12 (Moonstone Silver, 128 GB)","₹9,499",https://www.flipkart.com/redmi-12-moonstone-silver-128-gb/p/itme52e778c12701?pid=MOBGRMFK2MGRNG4Q&lid=LSTMOBGRMFK2MGRNG4QLTOTUC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_234&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGRMFK2MGRNG4Q.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,REDMI
"Infinix HOT 30 5G (Miami Orange, 128 GB)","₹11,999",https://www.flipkart.com/infinix-hot-30-5g-miami-orange-128-gb/p/itm6d838a176d8c4?pid=MOBGR4GQEN8QVZH8&lid=LSTMOBGR4GQEN8QVZH8PNIICZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_235&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGR4GQEN8QVZH8.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,Infinix
"POCO M6 5G (Galactic Black, 256 GB)","₹11,999",https://www.flipkart.com/poco-m6-5g-galactic-black-256-gb/p/itm1bc7cb01620e6?pid=MOBGW9FEQH3ESHCZ&lid=LSTMOBGW9FEQH3ESHCZIDEBTF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_236&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGW9FEQH3ESHCZ.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,POCO
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_237&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpVrAMVYGzpoZgebedqLHsDkOZgKUa-IyZAPz9dToTfrjPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_238&otracker=browse&fm=organic&iid=en_CZFWfcSpj4Tuqcfg0j1T7mce_554RsIvO-qzjGlQGpXotXrjsWsTJ-CrHZJjt5EGQbrgU7v-squRrdgOMJBGB6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,SAMSUNG
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹10,466",https://www.flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S73JBHWZQS&lid=LSTMOBGW6S73JBHWZQSWKARCI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_239&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGW6S73JBHWZQS.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,REDMI
"Infinix Note 30 5G (Interstellar Blue, 128 GB)","₹14,499",https://www.flipkart.com/infinix-note-30-5g-interstellar-blue-128-gb/p/itm12c179f0a6281?pid=MOBGQ9HPFCX4UQ3J&lid=LSTMOBGQ9HPFCX4UQ3JFFYXV0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_240&otracker=browse&fm=organic&iid=6b69ec31-cd61-42ec-9de4-98f9361e4ddb.MOBGQ9HPFCX4UQ3J.SEARCH&ppt=None&ppn=None&ssid=tonihts6280000001713044785563,Infinix
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_241&otracker=browse&fm=organic&iid=en_w9_SMuYyXW8WpBRaKk4JPglflr5fW9PRsiZvDgBaY1h9WuIUPvoWrNueq6xzQSbVqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=b4dnjzetq80000001713044787104,REDMI
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_242&otracker=browse&fm=organic&iid=en_w9_SMuYyXW8WpBRaKk4JPglflr5fW9PRsiZvDgBaY1iF4j1SDOiQXCBH7DM3AdI_WVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=b4dnjzetq80000001713044787104,SAMSUNG
"REDMI 13c 5G (Starlight Black, 128 GB)","₹10,546",https://www.flipkart.com/redmi-13c-5g-starlight-black-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7PW5NSC35&lid=LSTMOBGW6S7PW5NSC35ZPHHSP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_243&otracker=browse&fm=organic&iid=44e82f26-2441-4a2b-af61-4b390c3eb34a.MOBGW6S7PW5NSC35.SEARCH&ppt=None&ppn=None&ssid=b4dnjzetq80000001713044787104,REDMI
