Phone,Price,Mobile Link,Brand,Color,Storage
"realme Narzo 60X 5G (Nebula Purple, 128 GB)","₹13,599",https://www.flipkart.com/realme-narzo-60x-5g-nebula-purple-128-gb/p/itm906a3c913a97f?pid=MOBGTNS6C5MAJPMZ&lid=LSTMOBGTNS6C5MAJPMZC05GKR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_122&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGTNS6C5MAJPMZ.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Starfrost White,128 GB
"Infinix Note 30 5G (Magic Black, 128 GB)","₹14,999",https://www.flipkart.com/infinix-note-30-5g-magic-black-128-gb/p/itm12c179f0a6281?pid=MOBGQ9HPMWYHPWY2&lid=LSTMOBGQ9HPMWYHPWY2V4EXOR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_123&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGQ9HPMWYHPWY2.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,Infinix,Power Black,64 GB
"POCO C65 (Matte Black, 256 GB)","₹8,999",https://www.flipkart.com/poco-c65-matte-black-256-gb/p/itmd776f58809b28?pid=MOBGVVTXXYZHF5UM&lid=LSTMOBGVVTXXYZHF5UMGXNVBS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_124&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGVVTXXYZHF5UM.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,POCO,Ocean Green,128 GB
"Motorola Edge 40 Neo (Caneel Bay, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-128-gb/p/itm122f351a3a2a3?pid=MOBGQFX6K7YQJRSY&lid=LSTMOBGQFX6K7YQJRSY4YPKSE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_125&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGQFX6K7YQJRSY.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,Motorola,Charcoal Black,128 GB
"POCO C65 (Pastel Blue, 256 GB)","₹8,999",https://www.flipkart.com/poco-c65-pastel-blue-256-gb/p/itm25756864abc77?pid=MOBGVVTX2QNXDJ2W&lid=LSTMOBGVVTX2QNXDJ2WLNZIWO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_126&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGVVTX2QNXDJ2W.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,POCO,Ice Blue,128 GB
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,147",https://www.flipkart.com/lava-a3-vibe-ds-keypad-mobile-1750-mah-battery-expandable-storage-32gb/p/itmbb2b1e77c19d4?pid=MOBGRHR582KBDXMX&lid=LSTMOBGRHR582KBDXMX50OJZM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_127&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGRHR582KBDXMX.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,LAVA,Ink blue,128 GB
"POCO X6 Neo 5G (Martian Orange, 128 GB)","₹15,999",https://www.flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_128&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYQ6BFZJ9RHDD.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,POCO,Ash Black,128 GB
"realme 12 5G (Twilight Purple, 128 GB)","₹16,999",https://www.flipkart.com/realme-12-5g-twilight-purple-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKR424BCHQ&lid=LSTMOBGYAFKR424BCHQI66RZS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_129&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYAFKR424BCHQ.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Ink blue,128 GB
"realme 12 5G (Twilight Purple, 128 GB)","₹17,999",https://www.flipkart.com/realme-12-5g-twilight-purple-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKBG4SPHXJ&lid=LSTMOBGYAFKBG4SPHXJ08ELIU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_130&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYAFKBG4SPHXJ.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Royal Blue,64 GB
"Infinix Note 30 5G (Sunset Gold, 256 GB)","₹15,499",https://www.flipkart.com/infinix-note-30-5g-sunset-gold-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPWB79HS7M&lid=LSTMOBGQ9HPWB79HS7MJHUHUF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_131&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGQ9HPWB79HS7M.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,Infinix,White,512 GB
"Infinix Note 30 5G (Magic Black, 256 GB)","₹15,499",https://www.flipkart.com/infinix-note-30-5g-magic-black-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPEZKFHZFQ&lid=LSTMOBGQ9HPEZKFHZFQUVHIKF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_132&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGQ9HPEZKFHZFQ.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,Infinix,Groovy Violet,128 GB
"Infinix Note 30 5G (Interstellar Blue, 256 GB)","₹15,499",https://www.flipkart.com/infinix-note-30-5g-interstellar-blue-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPTHRDF7ZX&lid=LSTMOBGQ9HPTHRDF7ZXGLKHRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_133&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGQ9HPTHRDF7ZX.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,Infinix,Starshine Green,128 GB
Kechaoda K112,"₹1,565",https://www.flipkart.com/kechaoda-k112/p/itmf3qzutndjrsrb?pid=MOBGUSRXWGK9ZFDT&lid=LSTMOBGUSRXWGK9ZFDTODS1RK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_134&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGUSRXWGK9ZFDT.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,Kechaoda,Satin Blue,64 GB
"realme 12+ 5G (Navigator Beige, 256 GB)","₹21,999",https://www.flipkart.com/realme-12-5g-navigator-beige-256-gb/p/itmaf084e49c78e2?pid=MOBGYAFKAQ6KB9RV&lid=LSTMOBGYAFKAQ6KB9RVRUQQUW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_135&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYAFKAQ6KB9RV.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Glacier Blue,128 GB
"realme 12+ 5G (Navigator Beige, 128 GB)","₹19,999",https://www.flipkart.com/realme-12-5g-navigator-beige-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKS5P3GAHY&lid=LSTMOBGYAFKS5P3GAHYLSL84Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_136&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYAFKS5P3GAHY.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Sea Green,64 GB
"realme C53 (Champion Black, 128 GB)","₹8,999",https://www.flipkart.com/realme-c53-champion-black-128-gb/p/itm5df90168ecd05?pid=MOBGQY9378PDVDDC&lid=LSTMOBGQY9378PDVDDC216OJI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_137&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGQY9378PDVDDC.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Jade Black,128 GB
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,289",https://www.flipkart.com/lava-a3-vibe-ds-keypad-mobile-1750-mah-battery-expandable-storage-32gb/p/itmbb2b1e77c19d4?pid=MOBGRHR52V5CXFWF&lid=LSTMOBGRHR52V5CXFWFQHSDIA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_138&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGRHR52V5CXFWF.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,LAVA,Jazzy Green,128 GB
"POCO C65 (Pastel Green, 128 GB)","₹7,999",https://www.flipkart.com/poco-c65-pastel-green-128-gb/p/itm50cb31371238b?pid=MOBGXTV9GZHKA5KW&lid=LSTMOBGXTV9GZHKA5KWMKX3GG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_139&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGXTV9GZHKA5KW.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,POCO,Glimmer Black,128 GB
"realme 12 5G (Woodland Green, 128 GB)","₹17,999",https://www.flipkart.com/realme-12-5g-woodland-green-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKZJPYABMH&lid=LSTMOBGYAFKZJPYABMHGXIP4K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_140&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYAFKZJPYABMH.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Ice Blue,128 GB
"realme Narzo 60x 5G (Stellar Green, 128 GB)","₹11,095",https://www.flipkart.com/realme-narzo-60x-5g-stellar-green-128-gb/p/itm6542351b705ba?pid=MOBGTS26RMBBWBPC&lid=LSTMOBGTS26RMBBWBPC2VOOAS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_141&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGTS26RMBBWBPC.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Blue Black,128 GB
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_142&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYBAVSDFYZFNY.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,SAMSUNG,Stardust Silver,256 GB
"realme C51 (Mint Green, 128 GB)","₹9,499",https://www.flipkart.com/realme-c51-mint-green-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYH4CHK2YS&lid=LSTMOBGU8PYH4CHK2YSZCGIEN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_143&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGU8PYH4CHK2YS.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,realme,Glimmer Black,128 GB
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_144&otracker=browse&fm=organic&iid=ba0704c1-40fb-4c50-a723-ee303dd4ac7c.MOBGYBAVKWJWSNNQ.SEARCH&ppt=None&ppn=None&ssid=efqi9g4s8w0000001713283645472,SAMSUNG,Aurora Gold,128 GB
"realme C51 (Carbon Black, 128 GB)","₹9,499",https://www.flipkart.com/realme-c51-carbon-black-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYQNEGCN7H&lid=LSTMOBGU8PYQNEGCN7HTPPHJT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_145&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGU8PYQNEGCN7H.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,2a,Not available
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,234",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG9WPRN3TH&lid=LSTMOBGQFVG9WPRN3THNKUHVY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_146&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGQFVG9WPRN3TH.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Nokia,Starfrost White,128 GB
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_147&otracker=browse&fm=organic&iid=en_o9nl0PNEUBPjpAgwp_4kSn5VhUs51C4SDBpZsbnWx5fKqremclWosR2z23oXQadEUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Nothing,Power Black,64 GB
"Motorola G32 (Satin Silver, 128 GB)","₹9,999",https://www.flipkart.com/motorola-g32-satin-silver-128-gb/p/itm8e7224d29bfc6?pid=MOBGM2EHGUNGDDQR&lid=LSTMOBGM2EHGUNGDDQRKIBLDP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_148&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGM2EHGUNGDDQR.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Motorola,Ocean Green,128 GB
"realme C51 (Carbon Black, 64 GB)","₹7,999",https://www.flipkart.com/realme-c51-carbon-black-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGZ7HQMEZD&lid=LSTMOBGSQGGZ7HQMEZDQMM5MX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_149&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGSQGGZ7HQMEZD.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Charcoal Black,128 GB
"realme Narzo N53 (Feather Gold, 128 GB)","₹9,970",https://www.flipkart.com/realme-narzo-n53-feather-gold-128-gb/p/itm3061a0a591574?pid=MOBGPYGW4RT75PEP&lid=LSTMOBGPYGW4RT75PEP9P4GWN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_150&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGPYGW4RT75PEP.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Ice Blue,128 GB
"realme C51 (Mint Green, 64 GB)","₹7,999",https://www.flipkart.com/realme-c51-mint-green-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGC7NY4PXC&lid=LSTMOBGSQGGC7NY4PXCOCBP4E&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_151&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGSQGGC7NY4PXC.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Ink blue,128 GB
"realme 12+ 5G (Pioneer Green, 256 GB)","₹21,999",https://www.flipkart.com/realme-12-5g-pioneer-green-256-gb/p/itmaf084e49c78e2?pid=MOBGYAFK2SGFMCFE&lid=LSTMOBGYAFK2SGFMCFERODKFP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_152&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGYAFK2SGFMCFE.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Ash Black,128 GB
"realme Narzo 60X 5G (Stellar Green, 128 GB)","₹11,999",https://www.flipkart.com/realme-narzo-60x-5g-stellar-green-128-gb/p/itm906a3c913a97f?pid=MOBGTJCKHSEFZC4G&lid=LSTMOBGTJCKHSEFZC4GFVIW6D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_153&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGTJCKHSEFZC4G.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Ink blue,128 GB
"realme 12+ 5G (Pioneer Green, 128 GB)","₹19,999",https://www.flipkart.com/realme-12-5g-pioneer-green-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKSS6ZMTG7&lid=LSTMOBGYAFKSS6ZMTG7AW5IXR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_154&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGYAFKSS6ZMTG7.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Royal Blue,64 GB
"Motorola g54 5G (Mint Green, 256 GB)","₹16,999",https://www.flipkart.com/motorola-g54-5g-mint-green-256-gb/p/itm9f608c1154160?pid=MOBGQFX8XGUATGRT&lid=LSTMOBGQFX8XGUATGRTUMNQ7U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_155&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGQFX8XGUATGRT.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Motorola,White,512 GB
Nokia 105,"₹1,313",https://www.flipkart.com/nokia-105/p/itm06d7c5dde4ba9?pid=MOBGPYDWSHYANRMR&lid=LSTMOBGPYDWSHYANRMRFG3REE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_156&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGPYDWSHYANRMR.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Nokia,Groovy Violet,128 GB
Kechaoda K115,"₹1,080",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFZJS9RXJDGNFK&lid=LSTMOBFZJS9RXJDGNFKAQNYEQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_157&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBFZJS9RXJDGNFK.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Kechaoda,Starshine Green,128 GB
"realme Narzo N53 (Feather Gold, 64 GB)","₹8,032",https://www.flipkart.com/realme-narzo-n53-feather-gold-64-gb/p/itm3061a0a591574?pid=MOBGPYGT27JBG88Z&lid=LSTMOBGPYGT27JBG88Z7U9XF1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_158&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGPYGT27JBG88Z.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Satin Blue,64 GB
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹12,599",https://www.flipkart.com/samsung-galaxy-m14-5g-smoky-teal-128-gb/p/itm922004d76b4f7?pid=MOBGZWSZRKVHMZHW&lid=LSTMOBGZWSZRKVHMZHWZHHWZL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_159&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGZWSZRKVHMZHW.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,SAMSUNG,Glacier Blue,128 GB
"realme Narzo N53 (Feather Black, 128 GB)","₹9,999",https://www.flipkart.com/realme-narzo-n53-feather-black-128-gb/p/itm3061a0a591574?pid=MOBGUR5DYSVJYHNU&lid=LSTMOBGUR5DYSVJYHNU3ACW4X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_160&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGUR5DYSVJYHNU.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Sea Green,64 GB
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹12,099",https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSSAXNGYWRJ&lid=LSTMOBGZWSSAXNGYWRJTUOPUD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_161&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGZWSSAXNGYWRJ.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,SAMSUNG,Jade Black,128 GB
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹11,580",https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itm922004d76b4f7?pid=MOBGZWT39QURPZEF&lid=LSTMOBGZWT39QURPZEFESXFPO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_162&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGZWT39QURPZEF.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,SAMSUNG,Jazzy Green,128 GB
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹11,899",https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSWUGFFWCEB&lid=LSTMOBGZWSWUGFFWCEBSSWY1I&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_163&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGZWSWUGFFWCEB.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,SAMSUNG,Glimmer Black,128 GB
Nokia 105 SS 2021,"₹1,418",https://www.flipkart.com/nokia-105-ss-2021/p/itmf0223d31aa045?pid=MOBFH7HQMBAQMGBX&lid=LSTMOBFH7HQMBAQMGBXXBNH3D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_164&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBFH7HQMBAQMGBX.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Nokia,Ice Blue,128 GB
"Nokia 106 4G Keypad Mobile, Long-Lasting Battery, MicroSD Card Slot","₹2,149",https://www.flipkart.com/nokia-106-4g-keypad-mobile-long-lasting-battery-microsd-card-slot/p/itm3eb6a3b98461c?pid=MOBGQFVGAHHMHJDF&lid=LSTMOBGQFVGAHHMHJDF7LHF9P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_165&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGQFVGAHHMHJDF.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Nokia,Blue Black,128 GB
"REDMI 13C (Stardust Black, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-stardust-black-128-gb/p/itm9580b52bc1339?pid=MOBGW4HH3GV5F8GY&lid=LSTMOBGW4HH3GV5F8GYUCUDKW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_166&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGW4HH3GV5F8GY.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,REDMI,Stardust Silver,256 GB
"Motorola g14 (Steel Gray, 128 GB)","₹8,499",https://www.flipkart.com/motorola-g14-steel-gray-128-gb/p/itm31e7e237a3476?pid=MOBGQFX8GHFFWZEA&lid=LSTMOBGQFX8GHFFWZEAXI9BAC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_167&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGQFX8GHFFWZEA.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,Motorola,Glimmer Black,128 GB
"realme Narzo N53 (Feather Gold, 128 GB)","₹9,467",https://www.flipkart.com/realme-narzo-n53-feather-gold-128-gb/p/itm3061a0a591574?pid=MOBGUR5A2JRHQKRY&lid=LSTMOBGUR5A2JRHQKRYNTDW0J&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_168&otracker=browse&fm=organic&iid=7d2885fe-968a-4a27-8e8f-1c6843504adb.MOBGUR5A2JRHQKRY.SEARCH&ppt=None&ppn=None&ssid=j2hu7k2jio0000001713283646728,realme,Aurora Gold,128 GB
"Motorola g14 (Sky Blue, 128 GB)","₹8,499",https://www.flipkart.com/motorola-g14-sky-blue-128-gb/p/itme6e3af09b1936?pid=MOBGQFX8XRKKCRWZ&lid=LSTMOBGQFX8XRKKCRWZ13GRRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_169&otracker=browse&fm=organic&iid=bf1b4196-fa9a-42bb-8393-307b8a746d18.MOBGQFX8XRKKCRWZ.SEARCH&ppt=None&ppn=None&ssid=5pblmq4ezk0000001713283648682,Motorola,2a,Not available
"REDMI 13C (Starfrost White, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm77877eab8617d?pid=MOBGWV9ERZ8YACPA&lid=LSTMOBGWV9ERZ8YACPA7PIG0S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_170&otracker=browse&fm=organic&iid=bf1b4196-fa9a-42bb-8393-307b8a746d18.MOBGWV9ERZ8YACPA.SEARCH&ppt=None&ppn=None&ssid=5pblmq4ezk0000001713283648682,REDMI,Starfrost White,128 GB
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_171&otracker=browse&fm=organic&iid=en_CKpvyMvTSh9oDg5xwYCBp6oZqDbvqnEwdoRjgw5g5eElgp5yyzjKEn46QQmrGHlJUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5pblmq4ezk0000001713283648682,Nothing,Power Black,64 GB
