Phone,Price,Mobile Link,Brand,Color,Storage
Nokia 105,"₹1,313",https://www.flipkart.com/nokia-105/p/itm06d7c5dde4ba9?pid=MOBGPYDWSHYANRMR&lid=LSTMOBGPYDWSHYANRMRFG3REE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_159&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGPYDWSHYANRMR.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,Nokia,Glacier Blue,128 GB
"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)","₹14,999",https://www.flipkart.com/samsung-galaxy-f34-5g-electric-black-128-gb/p/itm85da260a1ae3c?pid=MOBGRZMYDDS8SBXZ&lid=LSTMOBGRZMYDDS8SBXZJUP7PL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_160&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGRZMYDDS8SBXZ.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,SAMSUNG,Sea Green,64 GB
"Infinix HOT 40i (Horizon Gold, 256 GB)","₹9,299",https://www.flipkart.com/infinix-hot-40i-horizon-gold-256-gb/p/itma7412e2a212c6?pid=MOBGXZGHKMQ5TSBT&lid=LSTMOBGXZGHKMQ5TSBTCNZ27C&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_161&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGXZGHKMQ5TSBT.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,Infinix,Jade Black,128 GB
"REDMI 13C (Stardust Black, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-stardust-black-128-gb/p/itm9580b52bc1339?pid=MOBGW4HH3GV5F8GY&lid=LSTMOBGW4HH3GV5F8GYUCUDKW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_162&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGW4HH3GV5F8GY.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,REDMI,Jazzy Green,128 GB
"POCO M6 Pro 5G (Forest Green, 256 GB)","₹12,499",https://www.flipkart.com/poco-m6-pro-5g-forest-green-256-gb/p/itm5600e7d7f5ddc?pid=MOBGVGDQ5JZ9YX2G&lid=LSTMOBGVGDQ5JZ9YX2GMH9CUM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_163&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGVGDQ5JZ9YX2G.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,POCO,Glimmer Black,128 GB
"Motorola Edge 40 Neo (Soothing Sea, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-128-gb/p/itmcfb87467e7d9a?pid=MOBGQFX6AG2JD2XT&lid=LSTMOBGQFX6AG2JD2XTMNTYDO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_164&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGQFX6AG2JD2XT.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,Motorola,Ice Blue,128 GB
"Motorola g54 5G (Pearl Blue, 256 GB)","₹16,999",https://www.flipkart.com/motorola-g54-5g-pearl-blue-256-gb/p/itmb97dc7f2e0a90?pid=MOBGQFX8EGYZCSGY&lid=LSTMOBGQFX8EGYZCSGYXG8CIY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_165&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGQFX8EGYZCSGY.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,Motorola,Blue Black,128 GB
"REDMI 13c 5G (Startrail Green, 256 GB)","₹13,788",https://www.flipkart.com/redmi-13c-5g-startrail-green-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7ZG3ZFUQP&lid=LSTMOBGW6S7ZG3ZFUQPKHOGVY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_166&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGW6S7ZG3ZFUQP.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,REDMI,Stardust Silver,256 GB
KARBONN k9 jumbo,"₹1,350",https://www.flipkart.com/karbonn-k9-jumbo/p/itm86b593776d553?pid=MOBGTFXYEQYNMMUZ&lid=LSTMOBGTFXYEQYNMMUZEXUEFU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_167&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGTFXYEQYNMMUZ.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,KARBONN,Glimmer Black,128 GB
"SAMSUNG Galaxy F34 5G (Orchid Violet, 128 GB)","₹14,999",https://www.flipkart.com/samsung-galaxy-f34-5g-orchid-violet-128-gb/p/itm97f82a0acbe1f?pid=MOBGRZMYGSVHDBGJ&lid=LSTMOBGRZMYGSVHDBGJ3I9H32&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_168&otracker=browse&fm=organic&iid=e7305108-9af6-43f8-a80b-ee5c0ee59601.MOBGRZMYGSVHDBGJ.SEARCH&ppt=None&ppn=None&ssid=xeq5nlmxb40000001713283732862,SAMSUNG,Aurora Gold,128 GB
"Motorola g14 (Sky Blue, 128 GB)","₹8,499",https://www.flipkart.com/motorola-g14-sky-blue-128-gb/p/itme6e3af09b1936?pid=MOBGQFX8XRKKCRWZ&lid=LSTMOBGQFX8XRKKCRWZ13GRRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_169&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGQFX8XRKKCRWZ.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Motorola,2a,Not available
"REDMI 13C (Starfrost White, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm77877eab8617d?pid=MOBGWV9ERZ8YACPA&lid=LSTMOBGWV9ERZ8YACPA7PIG0S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_170&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGWV9ERZ8YACPA.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,REDMI,Starfrost White,128 GB
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_171&otracker=browse&fm=organic&iid=en_C6yAv3OZ7aPwmm-zKmFd83CaIZqJyoPVJ3tSaqAhY8HaTjd1Lnn2g0hZO2pZDO-YUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Nothing,Power Black,64 GB
"POCO M6 5G (Galactic Black, 128 GB)","₹10,499",https://www.flipkart.com/poco-m6-5g-galactic-black-128-gb/p/itmb18dc9ee625cf?pid=MOBGW9FEZKAV8QCZ&lid=LSTMOBGW9FEZKAV8QCZRRZJWH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_172&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGW9FEZKAV8QCZ.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,POCO,Ocean Green,128 GB
"REDMI 12 5G (Jade Black, 128 GB)","₹12,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itma9b37bec7de7e?pid=MOBGS7GYGUAJ4UYZ&lid=LSTMOBGS7GYGUAJ4UYZOAPCWA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_173&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGS7GYGUAJ4UYZ.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,REDMI,Charcoal Black,128 GB
"POCO X6 5G (Snowstorm White, 256 GB)","₹19,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_174&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGWMGBGPMDMYQZ.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,POCO,Ice Blue,128 GB
"Nothing Phone (2a) 5G (Black, 256 GB)","₹27,999",https://www.flipkart.com/nothing-phone-2a-5g-black-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQSMHEGGBRW&lid=LSTMOBGVMQSMHEGGBRWBAIRUF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_175&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGVMQSMHEGGBRW.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Nothing,Ink blue,128 GB
"Nothing Phone (2a) 5G (White, 256 GB)","₹25,999",https://www.flipkart.com/nothing-phone-2a-5g-white-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQS9NC2DH2P&lid=LSTMOBGVMQS9NC2DH2PC9VIBX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_176&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGVMQS9NC2DH2P.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Nothing,Ash Black,128 GB
"Motorola Edge 40 Neo (Soothing Sea, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-128-gb/p/itmcfb87467e7d9a?pid=MOBGQFX6AG2JD2XT&lid=LSTMOBGQFX6AG2JD2XTMNTYDO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_177&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGQFX6AG2JD2XT.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Motorola,Ink blue,128 GB
"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","₹11,980",https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itme53601886b5d9?pid=MOBGZWRQNHGDF7SA&lid=LSTMOBGZWRQNHGDF7SAFUBE44&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_178&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGZWRQNHGDF7SA.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,SAMSUNG,Royal Blue,64 GB
"Nothing Phone (2a) 5G (Black, 256 GB)","₹25,999",https://www.flipkart.com/nothing-phone-2a-5g-black-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQSVVE7CEAB&lid=LSTMOBGVMQSVVE7CEABNFJTAI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_179&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGVMQSVVE7CEAB.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Nothing,White,512 GB
"POCO M6 Pro 5G (Power Black, 128 GB)","₹9,999",https://www.flipkart.com/poco-m6-pro-5g-power-black-128-gb/p/itm5b122ff13027f?pid=MOBGRNZ3FX5XNR2T&lid=LSTMOBGRNZ3FX5XNR2TILGJYM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_180&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGRNZ3FX5XNR2T.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,POCO,Groovy Violet,128 GB
"realme Narzo N55 (Prime Blue, 64 GB)","₹9,997",https://www.flipkart.com/realme-narzo-n55-prime-blue-64-gb/p/itm599c1b2a46e04?pid=MOBGZUFMZ7H3DKHJ&lid=LSTMOBGZUFMZ7H3DKHJBEEB1O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_181&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGZUFMZ7H3DKHJ.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,realme,Starshine Green,128 GB
"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-white-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSFSU7EFDH&lid=LSTMOBGVMQSFSU7EFDHCYFGAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_182&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGVMQSFSU7EFDH.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Nothing,Satin Blue,64 GB
"MOTOROLA G04 (Sunrise Orange, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g04-sunrise-orange-128-gb/p/itm4ea5277f581ad?pid=MOBGUFK4HYNKBQWY&lid=LSTMOBGUFK4HYNKBQWYYD0CJZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_183&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGUFK4HYNKBQWY.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,MOTOROLA,Glacier Blue,128 GB
"REDMI 13c 5G (Startrail Green, 256 GB)","₹13,788",https://www.flipkart.com/redmi-13c-5g-startrail-green-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7ZG3ZFUQP&lid=LSTMOBGW6S7ZG3ZFUQPKHOGVY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_184&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGW6S7ZG3ZFUQP.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,REDMI,Sea Green,64 GB
"realme Narzo N55 (Prime Black, 128 GB)","₹9,271",https://www.flipkart.com/realme-narzo-n55-prime-black-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUPPPPUW2MG&lid=LSTMOBGZZUPPPPUW2MGD4NCAE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_185&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGZZUPPPPUW2MG.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,realme,Jade Black,128 GB
"REDMI Note 12 (Lunar Black, 64 GB)","₹10,499",https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_186&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,REDMI,Jazzy Green,128 GB
"Motorola Edge 40 Neo (Peach Fuzz, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-peach-fuzz-256-gb/p/itmac1703bd2f7e1?pid=MOBGW6JJQK8ZTENA&lid=LSTMOBGW6JJQK8ZTENAEWWIIG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_187&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGW6JJQK8ZTENA.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,Motorola,Glimmer Black,128 GB
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹9,999",https://www.flipkart.com/poco-m6-pro-5g-forest-green-128-gb/p/itmdd5c70c99f5b2?pid=MOBGRNZ3534YGMDR&lid=LSTMOBGRNZ3534YGMDRKLKLEM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_188&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGRNZ3534YGMDR.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,POCO,Ice Blue,128 GB
"realme C55 (Rainforest, 128 GB)","₹13,999",https://www.flipkart.com/realme-c55-rainforest-128-gb/p/itm054283d14c56e?pid=MOBGNBYJPF2DEADS&lid=LSTMOBGNBYJPF2DEADSUWHGW7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_189&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGNBYJPF2DEADS.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,realme,Blue Black,128 GB
"realme 12 Pro 5G (Navigator Beige, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S46ZD2ZGH&lid=LSTMOBGWH8S46ZD2ZGHOFJ8VN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_190&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGWH8S46ZD2ZGH.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,realme,Stardust Silver,256 GB
"POCO M6 Pro 5G (Forest Green, 256 GB)","₹12,499",https://www.flipkart.com/poco-m6-pro-5g-forest-green-256-gb/p/itm5600e7d7f5ddc?pid=MOBGVGDQ5JZ9YX2G&lid=LSTMOBGVGDQ5JZ9YX2GMH9CUM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_191&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGVGDQ5JZ9YX2G.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,POCO,Glimmer Black,128 GB
"realme Narzo N55 (Prime Blue, 128 GB)","₹9,757",https://www.flipkart.com/realme-narzo-n55-prime-blue-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUUFH4RHUGC&lid=LSTMOBGZZUUFH4RHUGCDE7QDF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_192&otracker=browse&fm=organic&iid=66f1bb99-fd4f-46d7-a701-fab823ef26cb.MOBGZZUUFH4RHUGC.SEARCH&ppt=None&ppn=None&ssid=mok7gzh9dc0000001713283733920,realme,Aurora Gold,128 GB
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,₹849,https://www.flipkart.com/itel-ace2-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm8729508a405d7?pid=MOBGCC98RKMXSTFH&lid=LSTMOBGCC98RKMXSTFHHUBMDY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_193&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGCC98RKMXSTFH.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,itel,2a,Not available
"Infinix HOT 40i (Palm Blue, 256 GB)","₹9,299",https://www.flipkart.com/infinix-hot-40i-palm-blue-256-gb/p/itma7412e2a212c6?pid=MOBGXZGHGAD7H8QG&lid=LSTMOBGXZGHGAD7H8QGKOJZHW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_194&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGXZGHGAD7H8QG.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,Infinix,Starfrost White,128 GB
"realme Narzo 60 5G (Cosmic Black, 128 GB)","₹15,394",https://www.flipkart.com/realme-narzo-60-5g-cosmic-black-128-gb/p/itmb9662c161eea6?pid=MOBGRHT2RYUE4DBZ&lid=LSTMOBGRHT2RYUE4DBZRFMOAQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_195&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGRHT2RYUE4DBZ.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,realme,Power Black,64 GB
"OnePlus Nord CE4 (Celadon Marble, 128 GB)","₹24,999",https://www.flipkart.com/oneplus-nord-ce4-celadon-marble-128-gb/p/itm5a09089114afb?pid=MOBGZN8YJ4KZ2KNH&lid=LSTMOBGZN8YJ4KZ2KNHSL4TZT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_196&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGZN8YJ4KZ2KNH.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,OnePlus,Ocean Green,128 GB
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_197&otracker=browse&fm=organic&iid=en_C_YyiaMnt-W4YJI3IxYOCGCZtmhHCHwwfzXoDsV14l3_FSCuAjM_62tgxUXrI6xiUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,Nothing,Charcoal Black,128 GB
"realme Narzo 60 5G (Mars Orange, 128 GB)","₹15,442",https://www.flipkart.com/realme-narzo-60-5g-mars-orange-128-gb/p/itmb9662c161eea6?pid=MOBGRHSY2NXUH3XR&lid=LSTMOBGRHSY2NXUH3XRONLNOC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_198&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGRHSY2NXUH3XR.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,realme,Ice Blue,128 GB
"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹24,837",https://www.flipkart.com/oneplus-nord-ce4-dark-chrome-128-gb/p/itm5a09089114afb?pid=MOBGZNH6QUUVZGZN&lid=LSTMOBGZNH6QUUVZGZNDRLVOW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_199&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGZNH6QUUVZGZN.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,OnePlus,Ink blue,128 GB
"OnePlus 11R 5G (Galactic Silver, 128 GB)","₹33,095",https://www.flipkart.com/oneplus-11r-5g-galactic-silver-128-gb/p/itmd8344a066fd54?pid=MOBGN3C4MWPDUDYZ&lid=LSTMOBGN3C4MWPDUDYZCIIBNU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_200&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGN3C4MWPDUDYZ.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,OnePlus,Ash Black,128 GB
"realme 12+ 5G (Pioneer Green, 128 GB)","₹19,999",https://www.flipkart.com/realme-12-5g-pioneer-green-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKSS6ZMTG7&lid=LSTMOBGYAFKSS6ZMTG7AW5IXR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_201&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGYAFKSS6ZMTG7.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,realme,Ink blue,128 GB
"Infinix Note 30 5G (Magic Black, 128 GB)","₹14,999",https://www.flipkart.com/infinix-note-30-5g-magic-black-128-gb/p/itm12c179f0a6281?pid=MOBGQ9HPMWYHPWY2&lid=LSTMOBGQ9HPMWYHPWY2V4EXOR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_202&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGQ9HPMWYHPWY2.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,Infinix,Royal Blue,64 GB
"OnePlus 11R 5G (Galactic Silver, 256 GB)","₹36,680",https://www.flipkart.com/oneplus-11r-5g-galactic-silver-256-gb/p/itmd8344a066fd54?pid=MOBGN3BQGU5BRTHZ&lid=LSTMOBGN3BQGU5BRTHZWFOUVK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_203&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGN3BQGU5BRTHZ.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,OnePlus,White,512 GB
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 128 GB)","₹29,999",https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-graphite-128-gb/p/itm5a614a9761bc7?pid=MOBGTKQGXJDVF95N&lid=LSTMOBGTKQGXJDVF95NQOMKIW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_204&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGTKQGXJDVF95N.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,Samsung,Groovy Violet,128 GB
"OnePlus 11R 5G (Sonic Black, 256 GB)","₹36,480",https://www.flipkart.com/oneplus-11r-5g-sonic-black-256-gb/p/itmd8344a066fd54?pid=MOBGN3AUFRGVERFB&lid=LSTMOBGN3AUFRGVERFBTAWCQY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_205&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGN3AUFRGVERFB.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,OnePlus,Starshine Green,128 GB
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","₹9,490",https://www.flipkart.com/samsung-galaxy-f14-5g-b-a-e-purple-128-gb/p/itmb10cf3ff01be8?pid=MOBGNBFNHKNP8XFG&lid=LSTMOBGNBFNHKNP8XFGW6VKDB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_206&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGNBFNHKNP8XFG.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,SAMSUNG,Satin Blue,64 GB
"itel P40 Plus,Upto 8GB RAM|13MP Rear Camera|7000mAh Battery with 18W Fast Charging (Force Black, 128 G...","₹6,699",https://www.flipkart.com/itel-p40-plus-upto-8gb-ram-13mp-rear-camera-7000mah-battery-18w-fast-charging-force-black-128-gb/p/itm782adf89fac4c?pid=MOBGUSWFH4GCGVPQ&lid=LSTMOBGUSWFH4GCGVPQ9IUVTH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_207&otracker=browse&fm=organic&iid=fea20cbb-257d-4a55-9821-7bbb6d8ef4de.MOBGUSWFH4GCGVPQ.SEARCH&ppt=None&ppn=None&ssid=lhg9oxk2000000001713283735117,itel,Glacier Blue,128 GB
