Phone,Price,Mobile Link,Brand,Color
"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash (8MB RAM)","₹3,547",https://www.flipkart.com/nokia-5310-ds-keypad-mobile-fm-radio-camera-flash-8mb-ram/p/itma2a6226df7fc3?pid=MOBFUTFZTGHHWCEZ&lid=LSTMOBFUTFZTGHHWCEZNBZBBP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_280&otracker=browse&fm=organic&iid=2ad84523-b4ea-48c0-b563-9f0d80efcab2.MOBFUTFZTGHHWCEZ.SEARCH&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,Nokia,Sea Green
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_281&otracker=browse&fm=organic&iid=en_JV3kH41UOUGbV8p6n49LFaq1qqN7WtTuassP5iup0qF8a6-xDlSi4LVpup58MzYGDiQL9T68n3DkVu69V5jBrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,SAMSUNG,Jade Black
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_282&otracker=browse&fm=organic&iid=en_JV3kH41UOUGbV8p6n49LFaq1qqN7WtTuassP5iup0qHy1k260n8rjZTyFPWmgeneBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,SAMSUNG,Jazzy Green
"Apple iPhone 15 (Black, 128 GB)","₹65,999",https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WVZNSC6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_283&otracker=browse&fm=organic&iid=2ad84523-b4ea-48c0-b563-9f0d80efcab2.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,Apple,Glimmer Black
"OnePlus Nord 3 5G (Misty Green, 256 GB)","₹29,999",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-256-gb/p/itm5fc87afce35dc?pid=MOBGRK3284RMGYSX&lid=LSTMOBGRK3284RMGYSXQC2FPF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_284&otracker=browse&fm=organic&iid=2ad84523-b4ea-48c0-b563-9f0d80efcab2.MOBGRK3284RMGYSX.SEARCH&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,OnePlus,Ice Blue
"realme 12 Pro+ 5G (Navigator Beige, 256 GB)","₹31,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SFQGSBNDU&lid=LSTMOBGWH8SFQGSBNDURMZVFN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_285&otracker=browse&fm=organic&iid=2ad84523-b4ea-48c0-b563-9f0d80efcab2.MOBGWH8SFQGSBNDU.SEARCH&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,realme,Blue Black
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹31,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itm7f042fb6aebdb?pid=MOBGWH8S2TF4CAGN&lid=LSTMOBGWH8S2TF4CAGNYBR2EJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_286&otracker=browse&fm=organic&iid=2ad84523-b4ea-48c0-b563-9f0d80efcab2.MOBGWH8S2TF4CAGN.SEARCH&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,realme,Stardust Silver
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_287&otracker=browse&fm=organic&iid=en_JV3kH41UOUGbV8p6n49LFaq1qqN7WtTuassP5iup0qH3KEzmEFrA5WaCXo4VVrcqOZgKUa-IyZAPz9dToTfrjPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,SAMSUNG,Glimmer Black
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_288&otracker=browse&fm=organic&iid=en_JV3kH41UOUGbV8p6n49LFaq1qqN7WtTuassP5iup0qHmKdmnIZTA-PMht8JyMFcKQbrgU7v-squRrdgOMJBGB6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=gtedv09gcg0000001713047465777,SAMSUNG,Aurora Gold
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹18,974",https://www.flipkart.com/redmi-note-13-5g-stealth-black-256-gb/p/itm82475e073eb2e?pid=MOBGXYWXGECSEU3E&lid=LSTMOBGXYWXGECSEU3EN2JVNW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_289&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGXYWXGECSEU3E.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,REDMI,2a) 5G (Black
itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,499",https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5H6KZ8BHRS3&lid=LSTMOBGW5H6KZ8BHRS3MAQG2P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_290&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGW5H6KZ8BHRS3.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,itel,Starfrost White
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_291&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaHaWyiQ2_mevvQFVHVZgEwfqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,REDMI,Power Black
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_292&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaE2QPh5gg7n5W5zyvlCQfJmWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Ocean Green
LAVA Hero 600i Sapphire Blue,₹898,https://www.flipkart.com/lava-hero-600i-sapphire-blue/p/itmf4b40ad6ec70b?pid=MOBGKFJJ23BK8GDT&lid=LSTMOBGKFJJ23BK8GDTLBSVWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_293&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGKFJJ23BK8GDT.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,LAVA,Charcoal Black
Nokia TA-1304/105 SS,"₹1,205",https://www.flipkart.com/nokia-ta-1304-105-ss/p/itm466fdd855da97?pid=MOBEWSZFGGR4QMCE&lid=LSTMOBEWSZFGGR4QMCERKSFOI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_294&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBEWSZFGGR4QMCE.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Nokia,Ice Blue
"OnePlus 11R 5G (Solar Red, 512 GB)","₹45,997",https://www.flipkart.com/oneplus-11r-5g-solar-red-512-gb/p/itmd8344a066fd54?pid=MOBGU5JQDHVR9FSM&lid=LSTMOBGU5JQDHVR9FSMSGZSNJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_295&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGU5JQDHVR9FSM.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,OnePlus,Ink blue
Motorola A10g,"₹1,139",https://www.flipkart.com/motorola-a10g/p/itm642ee27d8e18f?pid=MOBGUU9BHPZSUZUH&lid=LSTMOBGUU9BHPZSUZUHWHCDUN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_296&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGUU9BHPZSUZUH.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Motorola,Ash Black
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_297&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaEiSMNjBG_-BHE57Fhg4z9cykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Xiaomi,Ink blue
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_298&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaEBhGiYZxiKndJk_DUa5AYMhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Royal Blue
"Apple iPhone 15 (Black, 128 GB)","₹65,999",https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WVZNSC6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_299&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Apple,White
itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,499",https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HBMFG5NJYH&lid=LSTMOBGW5HBMFG5NJYHPQYRHZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_300&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGW5HBMFG5NJYH.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,itel,Groovy Violet
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_301&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaEjVjXRZHRkKIXp4vTlS9m01TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,REDMI,Starshine Green
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_302&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaGS5j4Vb3KpzZUTMMfbQivolQN8UmZpY79IEFiWgo-wSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Satin Blue
"OnePlus Nord 3 5G (Tempest Gray, 128 GB)","₹23,872",https://www.flipkart.com/oneplus-nord-3-5g-tempest-gray-128-gb/p/itm5fc87afce35dc?pid=MOBGRK2VXCKBADB5&lid=LSTMOBGRK2VXCKBADB58WYQAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_303&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGRK2VXCKBADB5.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,OnePlus,Glacier Blue
"Apple iPhone 13 (Pink, 128 GB)","₹52,999",https://www.flipkart.com/apple-iphone-13-pink-128-gb/p/itm6e30c6ee045d2?pid=MOBG6VF5GXVFTQ5Y&lid=LSTMOBG6VF5GXVFTQ5YWKHB1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_304&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBG6VF5GXVFTQ5Y.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Apple,Sea Green
Kechaoda A26,₹939,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFM53SCXM6QEBN&lid=LSTMOBFM53SCXM6QEBNJJZVRG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_305&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBFM53SCXM6QEBN.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Kechaoda,Jade Black
"POCO X6 Neo 5G (Astral Black, 128 GB)","₹15,999",https://www.flipkart.com/poco-x6-neo-5g-astral-black-128-gb/p/itm46b7f88d952f6?pid=MOBGYQ6BDAJN2UZU&lid=LSTMOBGYQ6BDAJN2UZU8LSOTN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_306&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGYQ6BDAJN2UZU.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,POCO,Jazzy Green
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_307&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaHXafd7AeEx3xIp3LIgghshDiQL9T68n3DkVu69V5jBrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Glimmer Black
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_308&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaHq3tgruCyGdoeIFlHIvQ8BBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Ice Blue
Kechaoda A26,₹943,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFCVSRURZV2NFR&lid=LSTMOBFCVSRURZV2NFRHIERYX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_309&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBFCVSRURZV2NFR.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,Kechaoda,Blue Black
"POCO X6 Pro 5G (Yellow, 512 GB)","₹27,499",https://www.flipkart.com/poco-x6-pro-5g-yellow-512-gb/p/itm3754df2340fbc?pid=MOBGWMGB9QJBVPX4&lid=LSTMOBGWMGB9QJBVPX4TFEWPF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_310&otracker=browse&fm=organic&iid=6914cfc2-b49e-4198-bbf2-ac6a77797ebf.MOBGWMGB9QJBVPX4.SEARCH&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,POCO,Stardust Silver
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_311&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaECaNq-R0t5sWUbceOPPTDEOZgKUa-IyZAPz9dToTfrjPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Glimmer Black
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_312&otracker=browse&fm=organic&iid=en_sBgPrUi5OQUEYAXWR6dXI10fUoAedYAoKNV0RoaAaaHFeS-4PLXHdZ1M7JT-BTKWQbrgU7v-squRrdgOMJBGB6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=l3akng4qxc0000001713047467325,SAMSUNG,Aurora Gold
"Nokia 110 Dual Sim, Keypad Mobile with Wireless FM Radio, Bluetooth and Rear Camera","₹1,699",https://www.flipkart.com/nokia-110-dual-sim-keypad-mobile-wireless-fm-radio-bluetooth-rear-camera/p/itmafe53a2faf91a?pid=MOBGRH6YDPZSC2AC&lid=LSTMOBGRH6YDPZSC2AC7A4ALN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_313&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBGRH6YDPZSC2AC.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,Nokia,2a) 5G (Black
"realme 12 Pro+ 5G (Explorer Red, 256 GB)","₹31,999",https://www.flipkart.com/realme-12-pro-5g-explorer-red-256-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SRNNZZ3DZ&lid=LSTMOBGWH8SRNNZZ3DZWO0FUM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_314&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBGWH8SRNNZZ3DZ.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,realme,Starfrost White
Nokia 105 SS 2023,"₹1,269",https://www.flipkart.com/nokia-105-ss-2023/p/itm269eaa8f63618?pid=MOBGPRWAHNYHMHF9&lid=LSTMOBGPRWAHNYHMHF9RSRRUC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_315&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBGPRWAHNYHMHF9.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,Nokia,Power Black
"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash (8 MB RAM)","₹3,499",https://www.flipkart.com/nokia-5310-ds-keypad-mobile-fm-radio-camera-flash-8-mb-ram/p/itm3745b0a407e4b?pid=MOBFUTFZQZFY6JY9&lid=LSTMOBFUTFZQZFY6JY9CB3U1M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_316&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBFUTFZQZFY6JY9.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,Nokia,Ocean Green
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_317&otracker=browse&fm=organic&iid=en_xrXh1Dul45WCiAx-tFxZEgGjDr0KABb1iMUV53YAwXhwzQt4m9FkWOOUqel5Pgr0qifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,REDMI,Charcoal Black
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_318&otracker=browse&fm=organic&iid=en_xrXh1Dul45WCiAx-tFxZEgGjDr0KABb1iMUV53YAwXjYztZIDXw9Zzx9yYrt1JtEWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,SAMSUNG,Ice Blue
Kechaoda A26,₹940,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFCVSQZZBCY9BF&lid=LSTMOBFCVSQZZBCY9BFBUGWNW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_319&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBFCVSQZZBCY9BF.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,Kechaoda,Ink blue
SAMSUNG GT-E1215,"₹1,259",https://www.flipkart.com/samsung-gt-e1215/p/itmc3b5119c0f7db?pid=MOBDADMTTV7HXGTF&lid=LSTMOBDADMTTV7HXGTFGYHD1K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_320&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBDADMTTV7HXGTF.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,SAMSUNG,Ash Black
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_321&otracker=browse&fm=organic&iid=en_xrXh1Dul45WCiAx-tFxZEgGjDr0KABb1iMUV53YAwXjUpPjS5lfOc6Ro0VGU2nW7ykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,Xiaomi,Ink blue
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_322&otracker=browse&fm=organic&iid=en_xrXh1Dul45WCiAx-tFxZEgGjDr0KABb1iMUV53YAwXgxXmzAV0-9nq-SK0YUiqCBe6IYyByf5zEdeSGX08rxNPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,REDMI,Royal Blue
Kechaoda A26,₹934,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFDZQBEZURT3RP&lid=LSTMOBFDZQBEZURT3RPOQHZVZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_323&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBFDZQBEZURT3RP.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,Kechaoda,White
"REDMI 13c 5G (Startrail Green, 256 GB)","₹13,536",https://www.flipkart.com/redmi-13c-5g-startrail-green-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7ZG3ZFUQP&lid=LSTMOBGW6S7ZG3ZFUQPKHOGVY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_324&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBGW6S7ZG3ZFUQP.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,REDMI,Groovy Violet
"REDMI 12 (Jade Black, 128 GB)","₹9,999",https://www.flipkart.com/redmi-12-jade-black-128-gb/p/itmb7050ec01c09f?pid=MOBGRMFKTHKQSJEG&lid=LSTMOBGRMFKTHKQSJEGQK3FM2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_325&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBGRMFKTHKQSJEG.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,REDMI,Starshine Green
I Kall K100,₹699,https://www.flipkart.com/i-kall-k100/p/itm3fa8e764f8127?pid=MOBFM2T6N6YRSTTS&lid=LSTMOBFM2T6N6YRSTTS6VB5WZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_326&otracker=browse&fm=organic&iid=42f96e57-0fc8-47b4-b5c8-c82f6ac3077e.MOBFM2T6N6YRSTTS.SEARCH&ppt=None&ppn=None&ssid=z1ntgqz3io0000001713047469161,I,Satin Blue
