Phone,Price,Mobile Link,Rating
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=en_z_DEq3qZ3Lm33BFoBch1G2x-Yuz8aXMWRsNWjznCJUUaFR90qLWJ2hZgQteKwOODozGaGLPBt28vfSnGxXSGkcDbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=nugdl1yips0000001713053811157,4.2
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_27&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz1zHXdx5LkrH0DiYMwzau8p5NxQ9jDru_sqn_b2Pyoyv_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_28&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz1p26LPnUbzhOXBTCoLfcziWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz3Umw30iHru3RTtGaqSlWIGioIjvu-Fz8M5zGFrMxZ4h_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"Motorola G34 5G (Charcoal Black, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-charcoal-black-128-gb/p/itm357c0dba433c3?pid=MOBGUFK494PA7H5Z&lid=LSTMOBGUFK494PA7H5ZSSVXQV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&fm=organic&iid=94df875b-b07e-4fef-83f3-e232582d8435.MOBGUFK494PA7H5Z.SEARCH&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz3TelWVL9eK3KMMmL4TAYRuEMTg1Shv47frQOL_TTLAdPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz1BmgaPStzVaA5Y9_1sAp6ViOrLPYKdKjFAqAG41gf7xvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹8,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm981de8de27246?pid=MOBGUFK4BDFF37GG&lid=LSTMOBGUFK4BDFF37GGSDO3HT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=94df875b-b07e-4fef-83f3-e232582d8435.MOBGUFK4BDFF37GG.SEARCH&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"Motorola g54 5G (Pearl Blue, 128 GB)","₹14,999",https://www.flipkart.com/motorola-g54-5g-pearl-blue-128-gb/p/itm8d5c2baa065c6?pid=MOBGQFX8TMM555GW&lid=LSTMOBGQFX8TMM555GWMGXPWV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&fm=organic&iid=94df875b-b07e-4fef-83f3-e232582d8435.MOBGQFX8TMM555GW.SEARCH&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"MOTOROLA G04 (Sunrise Orange, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-sunrise-orange-64-gb/p/itm4fb15fb244a2b?pid=MOBGUFK4NYZHCY9V&lid=LSTMOBGUFK4NYZHCY9VGYAV1A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=browse&fm=organic&iid=94df875b-b07e-4fef-83f3-e232582d8435.MOBGUFK4NYZHCY9V.SEARCH&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"SAMSUNG Galaxy A35 5G (Awesome Lilac, 128 GB)","₹30,999",https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-lilac-128-gb/p/itm5a31476ca6a35?pid=MOBGYT2HDZYASSZG&lid=LSTMOBGYT2HDZYASSZGKKZZ6I&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz0W3oup9d1fBAK-wjWe8etJekY7LQvvHG_zWVxWfNBkLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz3GXZoV3BLdNZ_Kf03_RaXRn2yEpSKCztiofy5m_5be2aV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.2
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,290",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVGYU2F5CYT&lid=LSTMOBGQFVGYU2F5CYTWFPKTG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=browse&fm=organic&iid=94df875b-b07e-4fef-83f3-e232582d8435.MOBGQFVGYU2F5CYT.SEARCH&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,4.1
"POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)","₹4,999",https://www.flipkart.com/poco-c51-locked-airtel-prepaid-power-black-64-gb/p/itmf84c207e77bd0?pid=MOBGQTDPRFVZQYWB&lid=LSTMOBGQTDPRFVZQYWBKWRQKC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_3&otracker=browse&fm=organic&iid=3c967dcf-2416-4bc8-a342-cf55dd943937.MOBGQTDPRFVZQYWB.SEARCH&ppt=None&ppn=None&ssid=nugdl1yips0000001713053811157,4
"POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)","₹4,999",https://www.flipkart.com/poco-c51-locked-airtel-prepaid-royal-blue-64-gb/p/itm795e693024fbb?pid=MOBGQTDP5DGSNS7Q&lid=LSTMOBGQTDP5DGSNS7QW964PY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_10&otracker=browse&fm=organic&iid=3c967dcf-2416-4bc8-a342-cf55dd943937.MOBGQTDP5DGSNS7Q.SEARCH&ppt=None&ppn=None&ssid=nugdl1yips0000001713053811157,4
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_11&otracker=browse&fm=organic&iid=en_z_DEq3qZ3Lm33BFoBch1G2x-Yuz8aXMWRsNWjznCJUXwQDpdiKdCLFXB6pE-i4Yldymi4zMmPRVXPz3WeZOynOvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=nugdl1yips0000001713053811157,Not available
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_31&otracker=browse&fm=organic&iid=en_PuxHYLDZZiu1qPiSMxus0dxNU7CeDg848bAateiITz0622brfxwGE4b7gBoOydssykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gior10d0sg0000001713053812056,Not available
