Phone,Price,Mobile Link,Brand,Color
I Kall K100,₹699,https://www.flipkart.com/i-kall-k100/p/itm3fa8e764f8127?pid=MOBFM2T6N6YRSTTS&lid=LSTMOBFM2T6N6YRSTTS6VB5WZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_305&otracker=browse&fm=organic&iid=fa19897d-d556-4f13-9623-e9734e68e9b8.MOBFM2T6N6YRSTTS.SEARCH&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,I,Not available
"LAVA Blaze (Glass Black, 64 GB)","₹5,948",https://www.flipkart.com/lava-blaze-glass-black-64-gb/p/itmbe44c3b1ad1a3?pid=MOBGEUHVHACP42QV&lid=LSTMOBGEUHVHACP42QVSOGXJF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_306&otracker=browse&fm=organic&iid=fa19897d-d556-4f13-9623-e9734e68e9b8.MOBGEUHVHACP42QV.SEARCH&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,LAVA,LAVA Blaze (Glass Black
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_307&otracker=browse&fm=organic&iid=en_YXUVRkVu3FUj-nmUM7CYvcPvc63V2dPoBX-RHA-PHzb2eJHbuZVCRezY3PemEfalDiQL9T68n3DkVu69V5jBrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,SAMSUNG,SAMSUNG Galaxy F15 5G (Jazzy Green
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_308&otracker=browse&fm=organic&iid=en_YXUVRkVu3FUj-nmUM7CYvcPvc63V2dPoBX-RHA-PHzZhW4k8HA_Sx_1_Nr1vIm2UBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,SAMSUNG,SAMSUNG Galaxy F54 5G (Stardust Silver
Nokia 105 Classic with Charger,"₹1,099",https://www.flipkart.com/nokia-105-classic-charger/p/itmce67f340bc3c1?pid=MOBGWZUWENQGEQEQ&lid=LSTMOBGWZUWENQGEQEQELG2KS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_309&otracker=browse&fm=organic&iid=fa19897d-d556-4f13-9623-e9734e68e9b8.MOBGWZUWENQGEQEQ.SEARCH&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,Nokia,Not available
"IQOO Z7 Pro 5G (Graphite Matte, 256 GB)","₹24,842",https://www.flipkart.com/iqoo-z7-pro-5g-graphite-matte-256-gb/p/itm483b74cd6f587?pid=MOBGTBFHY3K5EMWZ&lid=LSTMOBGTBFHY3K5EMWZG1LCWL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_310&otracker=browse&fm=organic&iid=fa19897d-d556-4f13-9623-e9734e68e9b8.MOBGTBFHY3K5EMWZ.SEARCH&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,IQOO,IQOO Z7 Pro 5G (Graphite Matte
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_311&otracker=browse&fm=organic&iid=en_YXUVRkVu3FUj-nmUM7CYvcPvc63V2dPoBX-RHA-PHzbOGtLEETiUJgWvm07OVpsLOZgKUa-IyZAPz9dToTfrjPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,SAMSUNG,SAMSUNG Galaxy F14 5G (OMG Black
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_312&otracker=browse&fm=organic&iid=en_YXUVRkVu3FUj-nmUM7CYvcPvc63V2dPoBX-RHA-PHzZpbM86Y-GYvQgbw6-XDSgQQbrgU7v-squRrdgOMJBGB6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=lu9apvxg3k0000001713046104254,SAMSUNG,SAMSUNG Galaxy F15 5G (Ash Black
SAMSUNG GT-E1215,"₹1,259",https://www.flipkart.com/samsung-gt-e1215/p/itmc3b5119c0f7db?pid=MOBDADMTTV7HXGTF&lid=LSTMOBDADMTTV7HXGTFGYHD1K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_313&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBDADMTTV7HXGTF.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,SAMSUNG,Not available
"Apple iPhone 14 Plus (Starlight, 128 GB)","₹65,999",https://www.flipkart.com/apple-iphone-14-plus-starlight-128-gb/p/itmc922ddc8af349?pid=MOBGHWFHVCB2YZYR&lid=LSTMOBGHWFHVCB2YZYRBDOEVN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_314&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGHWFHVCB2YZYR.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Apple,Apple iPhone 14 Plus (Starlight
"REDMI Note 13 5G (Arctic White, 256 GB)","₹19,398",https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm82475e073eb2e?pid=MOBGXFFMY54GVFCJ&lid=LSTMOBGXFFMY54GVFCJ4LYFIQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_315&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGXFFMY54GVFCJ.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,REDMI,REDMI Note 13 5G (Arctic White
"Nokia 110 Dual Sim, Keypad Mobile with Wireless FM Radio, Bluetooth and Rear Camera","₹1,699",https://www.flipkart.com/nokia-110-dual-sim-keypad-mobile-wireless-fm-radio-bluetooth-rear-camera/p/itmafe53a2faf91a?pid=MOBGRH6YDPZSC2AC&lid=LSTMOBGRH6YDPZSC2AC7A4ALN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_316&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGRH6YDPZSC2AC.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Nokia,Nokia 110 Dual Sim
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_317&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxMTk99D3qC8-4f8NwkJMnBRqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,REDMI,REDMI 13C (Starfrost White
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_318&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxPwHqYwDAeP_MLFdV43RsTvWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,SAMSUNG,SAMSUNG Galaxy F15 5G (Ash Black
"REDMI A3 (Lake Blue, 128 GB)","₹7,999",https://www.flipkart.com/redmi-a3-lake-blue-128-gb/p/itma528990c1806f?pid=MOBGYFZMVCYZ9VTH&lid=LSTMOBGYFZMVCYZ9VTH4HFVD4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_319&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGYFZMVCYZ9VTH.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,REDMI,REDMI A3 (Lake Blue
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,288",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itmb3bf470be7ffd?pid=MOBGC96FYY5TVSUF&lid=LSTMOBGC96FYY5TVSUFMJWZES&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_320&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGC96FYY5TVSUF.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Nokia,Nokia 105 Single SIM
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_321&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxN2TCZdWlBnyU6iDvdI5LyRkUbmvgqTG5Bz-xYRUldLsPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Xiaomi,Xiaomi 14 Ultra (White
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_322&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxNRHhMdjfav1NMG_sR1eY5ihLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,SAMSUNG,SAMSUNG Galaxy F15 5G (Groovy Violet
Nokia 105 SS 2023,"₹1,269",https://www.flipkart.com/nokia-105-ss-2023/p/itm269eaa8f63618?pid=MOBGPRWAHNYHMHF9&lid=LSTMOBGPRWAHNYHMHF9RSRRUC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_323&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGPRWAHNYHMHF9.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Nokia,Not available
"REDMI 12 5G (Moonstone Silver, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-moonstone-silver-128-gb/p/itmde9eb55677a6b?pid=MOBGS9T5GBSYKBHM&lid=LSTMOBGS9T5GBSYKBHMRXJLLH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_324&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGS9T5GBSYKBHM.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,REDMI,REDMI 12 5G (Moonstone Silver
"realme C53 (Champion Black, 128 GB)","₹8,999",https://www.flipkart.com/realme-c53-champion-black-128-gb/p/itm5df90168ecd05?pid=MOBGQY9378PDVDDC&lid=LSTMOBGQY9378PDVDDC216OJI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_325&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGQY9378PDVDDC.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,realme,realme C53 (Champion Black
"Apple iPhone 14 (Midnight, 128 GB)","₹58,999",https://www.flipkart.com/apple-iphone-14-midnight-128-gb/p/itm9e6293c322a84?pid=MOBGHWFHECFVMDCX&lid=LSTMOBGHWFHECFVMDCXSSCYWA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_326&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGHWFHECFVMDCX.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Apple,Apple iPhone 14 (Midnight
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_327&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxPrAlWL5ih44vL7-2JfgSjg1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,REDMI,REDMI 12 5G (Jade Black
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_328&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxMLzls3zTvdDxfkn6rGerqplQN8UmZpY79IEFiWgo-wSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,SAMSUNG,SAMSUNG Galaxy A15 5G (Blue Black
"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGYQ6BVDHRJRSG&lid=LSTMOBGYQ6BVDHRJRSGDKJZZD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_329&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGYQ6BVDHRJRSG.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,realme,realme 12 Pro 5G (Navigator Beige
"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)","₹13,900",https://www.flipkart.com/iqoo-z6-lite-5g-with-charger-stellar-green-128-gb/p/itme03e6b5c65b08?pid=MOBGZ3DBJWXNNNHR&lid=LSTMOBGZ3DBJWXNNNHREPM4XP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_330&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGZ3DBJWXNNNHR.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,IQOO,IQOO Z6 Lite 5G (With Charger) (Stellar Green
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_331&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxN2vaRl1StpKG6HwoWWarInDiQL9T68n3DkVu69V5jBrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,SAMSUNG,SAMSUNG Galaxy F15 5G (Jazzy Green
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_332&otracker=browse&fm=organic&iid=en_m53Cl0xDp1y-dOf7IuC_c6vFGSdEvWDEVStBcceAxxNkS1UgkCjZNuMUnnBFuP00BmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,SAMSUNG,SAMSUNG Galaxy F54 5G (Stardust Silver
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Navy, 128 GB)","₹29,999",https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-navy-128-gb/p/itmcb8fc8eb2e82b?pid=MOBGTKQG8T9ZHJMM&lid=LSTMOBGTKQG8T9ZHJMMA4D1AC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_333&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGTKQG8T9ZHJMM.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Samsung,Samsung Galaxy S21 FE 5G with Snapdragon 888 (Navy
"IQOO Z6 Lite 5G (With Charger) (Mystic Night, 128 GB)","₹13,990",https://www.flipkart.com/iqoo-z6-lite-5g-with-charger-mystic-night-128-gb/p/itm18d68c87eb58e?pid=MOBGZ3DB7ZMKDHMP&lid=LSTMOBGZ3DB7ZMKDHMPEF595Y&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_334&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGZ3DB7ZMKDHMP.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,IQOO,IQOO Z6 Lite 5G (With Charger) (Mystic Night
"LAVA Blaze (Glass Black, 64 GB)","₹5,948",https://www.flipkart.com/lava-blaze-glass-black-64-gb/p/itmbe44c3b1ad1a3?pid=MOBGEUHVHACP42QV&lid=LSTMOBGEUHVHACP42QVSOGXJF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_335&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBGEUHVHACP42QV.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,LAVA,LAVA Blaze (Glass Black
Kechaoda K10,"₹1,094",https://www.flipkart.com/kechaoda-k10/p/itmf5wgqn5hxhnt3?pid=MOBF5TAYJUFG4NGQ&lid=LSTMOBF5TAYJUFG4NGQ42WSNU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_336&otracker=browse&fm=organic&iid=aa6477e9-4686-4e2b-922e-d6f5129661b8.MOBF5TAYJUFG4NGQ.SEARCH&ppt=None&ppn=None&ssid=0q5oj1l1yo0000001713046105562,Kechaoda,Not available
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_337&otracker=browse&fm=organic&iid=en_Pe1TnLwLlXmKTpR5aJ_KCHzRuH9yN4wQFZhOcVKbJdSdg-8l8UdCLHrDo4YtFwcdqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,REDMI,REDMI 13C (Starfrost White
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_338&otracker=browse&fm=organic&iid=en_Pe1TnLwLlXmKTpR5aJ_KCHzRuH9yN4wQFZhOcVKbJdSGWzPGn3eyg2ypTc7ivisyWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,SAMSUNG,SAMSUNG Galaxy F15 5G (Ash Black
Nokia 105 SS 2023,"₹1,332",https://www.flipkart.com/nokia-105-ss-2023/p/itm269eaa8f63618?pid=MOBGQ3YMZZQ6H7AH&lid=LSTMOBGQ3YMZZQ6H7AHKMECMM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_339&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBGQ3YMZZQ6H7AH.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,Nokia,Not available
"realme 12x 5G (Twilight Purple, 128 GB)","₹14,999",https://www.flipkart.com/realme-12x-5g-twilight-purple-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6BVK8HYMAG&lid=LSTMOBGYQ6BVK8HYMAGXL2LRY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_340&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBGYQ6BVK8HYMAG.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,realme,realme 12x 5G (Twilight Purple
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_341&otracker=browse&fm=organic&iid=en_Pe1TnLwLlXmKTpR5aJ_KCHzRuH9yN4wQFZhOcVKbJdTh_8LSqEwTgsKw8-pwtBCekUbmvgqTG5Bz-xYRUldLsPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,Xiaomi,Xiaomi 14 Ultra (White
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_342&otracker=browse&fm=organic&iid=en_Pe1TnLwLlXmKTpR5aJ_KCHzRuH9yN4wQFZhOcVKbJdSXdQXlcLUgCOgpqBN9N3trhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,SAMSUNG,SAMSUNG Galaxy F15 5G (Groovy Violet
"I Kall King Talking, Contact icon and Auto Call Recording",₹787,https://www.flipkart.com/kall-king-talking-contact-icon-auto-call-recording/p/itm67d726f40948d?pid=MOBFHAJNW9EF5XNT&lid=LSTMOBFHAJNW9EF5XNTCFBS0D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_343&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBFHAJNW9EF5XNT.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,I,I Kall King Talking
"POCO X6 5G (Snowstorm White, 512 GB)","₹22,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-512-gb/p/itm702c7cefff09f?pid=MOBGWMGBEXPKZSRG&lid=LSTMOBGWMGBEXPKZSRGOI3Z67&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_344&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBGWMGBEXPKZSRG.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,POCO,POCO X6 5G (Snowstorm White
"POCO C61 (Diamond Dust Black, 64 GB)","₹6,999",https://www.flipkart.com/poco-c61-diamond-dust-black-64-gb/p/itm4c226215208eb?pid=MOBGYQ6BEZEUPFN6&lid=LSTMOBGYQ6BEZEUPFN6A7DDZ0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_345&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBGYQ6BEZEUPFN6.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,POCO,POCO C61 (Diamond Dust Black
"Tecno Spark Go 2024 (Gravity Black, 64 GB)","₹6,899",https://www.flipkart.com/tecno-spark-go-2024-gravity-black-64-gb/p/itmafa216c7c0efb?pid=MOBGVZ4MMMTGQTRR&lid=LSTMOBGVZ4MMMTGQTRRCRBF2F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_346&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBGVZ4MMMTGQTRR.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,Tecno,Tecno Spark Go 2024 (Gravity Black
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_347&otracker=browse&fm=organic&iid=en_Pe1TnLwLlXmKTpR5aJ_KCHzRuH9yN4wQFZhOcVKbJdS5dHSlsltCwe7biXJY6Tbl1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,REDMI,REDMI 12 5G (Jade Black
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_348&otracker=browse&fm=organic&iid=en_Pe1TnLwLlXmKTpR5aJ_KCHzRuH9yN4wQFZhOcVKbJdSHO42QU5nVxS2BXQ5F0_ytlQN8UmZpY79IEFiWgo-wSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,SAMSUNG,SAMSUNG Galaxy A15 5G (Blue Black
LAVA Gem Power Dual Sim Keypad Phone|2575 mAh Battery| Expandable Upto 32 MB,"₹1,694",https://www.flipkart.com/lava-gem-power-dual-sim-keypad-phone-2575-mah-battery-expandable-upto-32-mb/p/itmec5c1a06c7267?pid=MOBGPFMEV4FZHFH2&lid=LSTMOBGPFMEV4FZHFH2VVKIBU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_349&otracker=browse&fm=organic&iid=abae0181-f16d-4fe7-96f9-e40d0a11c662.MOBGPFMEV4FZHFH2.SEARCH&ppt=None&ppn=None&ssid=ggdegu0tio0000001713046106974,LAVA,Not available
