Phone,Price,Mobile Link,Brand,Color
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_11&otracker=browse&fm=organic&iid=en_-Zn36vogXv0HNP9MzelSLAG9ihzEXc_hwbb6Udr1iA6LmNUlK-IIBjj6wBx4qtnFe05x9p5jEa_OAK0p2SlWQuvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,Xiaomi,Xiaomi 14 Ultra (White
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_12&otracker=browse&fm=organic&iid=en_-Zn36vogXv0HNP9MzelSLAG9ihzEXc_hwbb6Udr1iA6Ox7kUxkiU_w2U2nRJna9kxSJWgYi9VlCXxevwpu4KCmaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,SAMSUNG,SAMSUNG Galaxy F15 5G (Groovy Violet
"REDMI 13C (Starshine Green, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itmc4f0763fb3a50?pid=MOBGW4HKUXHFDYU2&lid=LSTMOBGW4HKUXHFDYU2WMFCCU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_13&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGW4HKUXHFDYU2.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,REDMI,REDMI 13C (Starshine Green
"MOTOROLA G04 (Satin Blue, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-satin-blue-64-gb/p/itmf126d16fff1b9?pid=MOBGUFK4X5AEBBDE&lid=LSTMOBGUFK4X5AEBBDEF89KFH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_14&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGUFK4X5AEBBDE.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,MOTOROLA,MOTOROLA G04 (Satin Blue
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm766650509967e?pid=MOBGUFK4FEVX2D5T&lid=LSTMOBGUFK4FEVX2D5TYKGLO6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_15&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGUFK4FEVX2D5T.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,MOTOROLA,MOTOROLA g24 Power (Glacier Blue
"MOTOROLA G04 (Sea Green, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-sea-green-64-gb/p/itma5e47013b85f7?pid=MOBGUFK4HDHHKJPP&lid=LSTMOBGUFK4HDHHKJPPCWIVJB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_16&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGUFK4HDHHKJPP.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,MOTOROLA,MOTOROLA G04 (Sea Green
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_17&otracker=browse&fm=organic&iid=en_-Zn36vogXv0HNP9MzelSLAG9ihzEXc_hwbb6Udr1iA5Qw7HLUyU4Riqq7Bj_ScBrB5-aRppkgDwG2QWURTateK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,REDMI,REDMI 12 5G (Jade Black
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_18&otracker=browse&fm=organic&iid=en_-Zn36vogXv0HNP9MzelSLAG9ihzEXc_hwbb6Udr1iA7fkHJsixV___kBX6Xc_a1BB1gctVj8zXD1ISPv_29gWvKSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,SAMSUNG,SAMSUNG Galaxy F15 5G (Jazzy Green
"vivo T2x 5G (Glimmer Black, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUF389GDMP&lid=LSTMOBGZBFUF389GDMPYKMTEO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_19&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGZBFUF389GDMP.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,vivo,vivo T2x 5G (Glimmer Black
"Motorola G34 5G (Ice Blue, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-ice-blue-128-gb/p/itm0f6b45af1c0f0?pid=MOBGUFK4ZX2ZHMTQ&lid=LSTMOBGUFK4ZX2ZHMTQPDILZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_20&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGUFK4ZX2ZHMTQ.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,Motorola,Motorola G34 5G (Ice Blue
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_21&otracker=browse&fm=organic&iid=en_-Zn36vogXv0HNP9MzelSLAG9ihzEXc_hwbb6Udr1iA4ClN0GdvyRDDb2oBc6GrO3n2yEpSKCztiofy5m_5be2csrgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,SAMSUNG,SAMSUNG Galaxy A15 5G (Blue Black
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=en_-Zn36vogXv0HNP9MzelSLAG9ihzEXc_hwbb6Udr1iA7wVBeO3CvFxfibOjuCYgT1RxiN0zJiustx6AjJNKC62MDbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,SAMSUNG,SAMSUNG Galaxy F54 5G (Stardust Silver
"vivo T2x 5G (Glimmer Black, 128 GB)","₹11,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZDW5JHYW&lid=LSTMOBGZBFUZDW5JHYWRCDY5W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_23&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGZBFUZDW5JHYW.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,vivo,vivo T2x 5G (Glimmer Black
"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFU4HBKKFSN&lid=LSTMOBGZBFU4HBKKFSNXXMXTS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_24&otracker=browse&fm=organic&iid=cc7ccb0a-d6b0-43b8-99f9-d482c424cd83.MOBGZBFU4HBKKFSN.SEARCH&ppt=None&ppn=None&ssid=m1kt14jz4g0000001713046085009,vivo,vivo T2x 5G (Marine Blue
"Motorola Edge 40 Neo (Black Beauty, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-128-gb/p/itm01cc46d96a79f?pid=MOBGQFX6JGTWFSGD&lid=LSTMOBGQFX6JGTWFSGDTXTCZS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_25&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGQFX6JGTWFSGD.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,Motorola,Motorola Edge 40 Neo (Black Beauty
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","₹19,426",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ45PS4AQ7BA&lid=LSTMOBGZJ45PS4AQ7BANJ5XF3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_26&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGZJ45PS4AQ7BA.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,OnePlus,OnePlus Nord CE 3 Lite 5G (Chromatic Gray
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_27&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKajkvF4ApbaO0U8gCcdEOk0qifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,REDMI,REDMI 13C (Starfrost White
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_28&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKaz9RBmldM-d11xB05DaDyvWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,SAMSUNG,SAMSUNG Galaxy F15 5G (Ash Black
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹19,419",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ3ZFQ8AKKRS&lid=LSTMOBGZJ3ZFQ8AKKRS488YYT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_29&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGZJ3ZFQ8AKKRS.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,OnePlus,OnePlus Nord CE 3 Lite 5G (Pastel Lime
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,390",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG9WPRN3TH&lid=LSTMOBGQFVG9WPRN3THBQCPO0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_30&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGQFVG9WPRN3TH.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,Nokia,Nokia 105 Single SIM
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_31&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKZHcAkI2ljgkws-dpuWjqzIkUbmvgqTG5Bz-xYRUldLsPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,Xiaomi,Xiaomi 14 Ultra (White
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_32&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKaxHaTon_135rJ5cmzHZWZOhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,SAMSUNG,SAMSUNG Galaxy F15 5G (Groovy Violet
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹17,499",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZIOJLVZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,OnePlus,OnePlus Nord CE 3 Lite 5G (Pastel Lime
"vivo T2x 5G (Black Gladiator, 128 GB)","₹14,999",https://www.flipkart.com/vivo-t2x-5g-black-gladiator-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGXZG9GWN7SMQK&lid=LSTMOBGXZG9GWN7SMQKBTE6JO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGXZG9GWN7SMQK.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,vivo,vivo T2x 5G (Black Gladiator
"vivo T2x 5G (Glimmer Black, 128 GB)","₹14,999",https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZEMCKRGE&lid=LSTMOBGZBFUZEMCKRGEW3VLBC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_35&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGZBFUZEMCKRGE.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,vivo,vivo T2x 5G (Glimmer Black
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,290",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVGYU2F5CYT&lid=LSTMOBGQFVGYU2F5CYTWFPKTG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGQFVGYU2F5CYT.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,Nokia,Nokia 105 Single SIM
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKZF4d9MjixefLBiPK-kcRxM1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,REDMI,REDMI 12 5G (Jade Black
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKaBLYDViP4ovLAHarVMzuSxeY9EBPqFKwGYv3ptPCd7vvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,SAMSUNG,SAMSUNG Galaxy F15 5G (Jazzy Green
"REDMI 13C (Stardust Black, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-stardust-black-128-gb/p/itm9b22752239e4d?pid=MOBGW4HKVU4ZGZFZ&lid=LSTMOBGW4HKVU4ZGZFZCHB6WV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGW4HKVU4ZGZFZ.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,REDMI,REDMI 13C (Stardust Black
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹17,499",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMNI4CBJY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGZJ42KHUZZKMN.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,OnePlus,OnePlus Nord CE 3 Lite 5G (Chromatic Gray
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKbziiLDUEH3JjV9_RgW2T_UTh1-ygBEOOJ9kZbGsHpP2vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,SAMSUNG,SAMSUNG Galaxy A15 5G (Blue Black
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=en_wgk84g6eAFzxPMwSKEIxVEh3ROPRb2r7dZUthFKTIKYlVmVBMJoOfTWU1C7YnZIYBmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,SAMSUNG,SAMSUNG Galaxy F54 5G (Stardust Silver
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹8,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm981de8de27246?pid=MOBGUFK4BDFF37GG&lid=LSTMOBGUFK4BDFF37GGSDO3HT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGUFK4BDFF37GG.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,MOTOROLA,MOTOROLA g24 Power (Glacier Blue
"Motorola G34 5G (Charcoal Black, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-charcoal-black-128-gb/p/itm357c0dba433c3?pid=MOBGUFK494PA7H5Z&lid=LSTMOBGUFK494PA7H5ZSSVXQV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&fm=organic&iid=d0e490e6-b728-4f6a-a884-4c28ce54ed38.MOBGUFK494PA7H5Z.SEARCH&ppt=None&ppn=None&ssid=6jzlzca61s0000001713046086611,Motorola,Motorola G34 5G (Charcoal Black
