Phone,Price,Mobile Link,Rating,Reviews
"OnePlus Nord 3 5G (Tempest Gray, 128 GB)","₹23,616",https://www.flipkart.com/oneplus-nord-3-5g-tempest-gray-128-gb/p/itm5fc87afce35dc?pid=MOBGRK2VXCKBADB5&lid=LSTMOBGRK2VXCKBADB5PDDC0O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_196&otracker=browse&fm=organic&iid=bf0f8909-3c9f-405a-aa9b-21da6c890fe1.MOBGRK2VXCKBADB5.SEARCH&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_197&otracker=browse&fm=organic&iid=en_5q-xscqSGQNrl_xXqYiCudHzwT2tuyRL--iHlQ8ECzIVl-vpzcbctz03FZ6sk8p0UhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"realme C55 (Sunshower, 128 GB)","₹13,999",https://www.flipkart.com/realme-c55-sunshower-128-gb/p/itm054283d14c56e?pid=MOBGNBYJUA2G5HK4&lid=LSTMOBGNBYJUA2G5HK40FPVVJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_204&otracker=browse&fm=organic&iid=bf0f8909-3c9f-405a-aa9b-21da6c890fe1.MOBGNBYJUA2G5HK4.SEARCH&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itmcc78f150eeabd?pid=MOBGYQ6BCRKRFYUB&lid=LSTMOBGYQ6BCRKRFYUBGIRXPL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_205&otracker=browse&fm=organic&iid=bf0f8909-3c9f-405a-aa9b-21da6c890fe1.MOBGYQ6BCRKRFYUB.SEARCH&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"realme C55 (Rainy Night, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJXR9BTBFT&lid=LSTMOBGNBYJXR9BTBFTO9NHKK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_206&otracker=browse&fm=organic&iid=bf0f8909-3c9f-405a-aa9b-21da6c890fe1.MOBGNBYJXR9BTBFT.SEARCH&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S2HYMNRZM&lid=LSTMOBGWH8S2HYMNRZMZK1NMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_210&otracker=browse&fm=organic&iid=bf0f8909-3c9f-405a-aa9b-21da6c890fe1.MOBGWH8S2HYMNRZM.SEARCH&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"realme C55 (Rainy Night, 128 GB)","₹13,999",https://www.flipkart.com/realme-c55-rainy-night-128-gb/p/itm054283d14c56e?pid=MOBGNBYJZJEHR4QN&lid=LSTMOBGNBYJZJEHR4QNO7O0KI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_214&otracker=browse&fm=organic&iid=bf0f8909-3c9f-405a-aa9b-21da6c890fe1.MOBGNBYJZJEHR4QN.SEARCH&ppt=None&ppn=None&ssid=wzuvvjqrk00000001713284347243,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_217&otracker=browse&fm=organic&iid=en_bPr6Yw2Q3DVaKOgkRYvPm1619g8GqrGSBr8AA_X0bD25POPvGYn8bqCQvTycNEeKUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tjk9t2w7hc0000001713284348453,4.4,No reviews available
"OnePlus Nord 3 5G (Misty Green, 128 GB)","₹24,213",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-128-gb/p/itm5fc87afce35dc?pid=MOBGRKA2GBGGS6QZ&lid=LSTMOBGRKA2GBGGS6QZJL1HAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_220&otracker=browse&fm=organic&iid=5954d5c6-49ea-4225-93ae-0dfd7e25bab3.MOBGRKA2GBGGS6QZ.SEARCH&ppt=None&ppn=None&ssid=tjk9t2w7hc0000001713284348453,4.4,No reviews available
"realme C55 (Rainforest, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainforest-64-gb/p/itm054283d14c56e?pid=MOBGNBYJTZYZJZM5&lid=LSTMOBGNBYJTZYZJZM58JKCAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_238&otracker=browse&fm=organic&iid=5954d5c6-49ea-4225-93ae-0dfd7e25bab3.MOBGNBYJTZYZJZM5.SEARCH&ppt=None&ppn=None&ssid=tjk9t2w7hc0000001713284348453,4.4,No reviews available
"OnePlus Nord 3 5G (Misty Green, 256 GB)","₹37,630",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-256-gb/p/itm5fc87afce35dc?pid=MOBGRK3284RMGYSX&lid=LSTMOBGRK3284RMGYSXGW6X0U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_240&otracker=browse&fm=organic&iid=5954d5c6-49ea-4225-93ae-0dfd7e25bab3.MOBGRK3284RMGYSX.SEARCH&ppt=None&ppn=None&ssid=tjk9t2w7hc0000001713284348453,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_241&otracker=browse&fm=organic&iid=en_ffqMqYwOEJnycWxomP543y_SCnD1Huy1a28KAZCotQ6T87p4Mjp9yZNI-0jvPrqJUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=fivzmhhgvk0000001713284350811,4.4,No reviews available
"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itmcc78f150eeabd?pid=MOBGYQ6BCRKRFYUB&lid=LSTMOBGYQ6BCRKRFYUBGIRXPL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_251&otracker=browse&fm=organic&iid=6f13333e-2257-43b9-9b85-196cae86494f.MOBGYQ6BCRKRFYUB.SEARCH&ppt=None&ppn=None&ssid=fivzmhhgvk0000001713284350811,4.4,No reviews available
"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S2HYMNRZM&lid=LSTMOBGWH8S2HYMNRZMZK1NMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_254&otracker=browse&fm=organic&iid=6f13333e-2257-43b9-9b85-196cae86494f.MOBGWH8S2HYMNRZM.SEARCH&ppt=None&ppn=None&ssid=fivzmhhgvk0000001713284350811,4.4,No reviews available
"OnePlus Nord 3 5G (Misty Green, 128 GB)","₹24,213",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-128-gb/p/itm5fc87afce35dc?pid=MOBGRKA2GBGGS6QZ&lid=LSTMOBGRKA2GBGGS6QZJL1HAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_258&otracker=browse&fm=organic&iid=6f13333e-2257-43b9-9b85-196cae86494f.MOBGRKA2GBGGS6QZ.SEARCH&ppt=None&ppn=None&ssid=fivzmhhgvk0000001713284350811,4.4,No reviews available
"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_264&otracker=browse&fm=organic&iid=6f13333e-2257-43b9-9b85-196cae86494f.MOBGWH8SSGEEZRDA.SEARCH&ppt=None&ppn=None&ssid=fivzmhhgvk0000001713284350811,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_267&otracker=browse&fm=organic&iid=en_dMXoTBVzzgUKPWMhHFBGpsTFc1poBmTBvs75wz4XeWfVRbK54Jt4LhxevvU8GzA4UhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=47gelppxo00000001713284352216,4.4,No reviews available
"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)","₹35,999",https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-black-beauty-256-gb/p/itmf7f6e88ef68e8?pid=MOBGXFXYMH8CGDMM&lid=LSTMOBGXFXYMH8CGDMMTODP5W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_272&otracker=browse&fm=organic&iid=b22a44fe-020d-4321-b531-53d509c5cfb1.MOBGXFXYMH8CGDMM.SEARCH&ppt=None&ppn=None&ssid=47gelppxo00000001713284352216,4.4,No reviews available
"OnePlus Nord 3 5G (Misty Green, 256 GB)","₹29,999",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-256-gb/p/itm5fc87afce35dc?pid=MOBGRK3284RMGYSX&lid=LSTMOBGRK3284RMGYSXQC2FPF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_275&otracker=browse&fm=organic&iid=b22a44fe-020d-4321-b531-53d509c5cfb1.MOBGRK3284RMGYSX.SEARCH&ppt=None&ppn=None&ssid=47gelppxo00000001713284352216,4.4,No reviews available
"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SBYXG332N&lid=LSTMOBGWH8SBYXG332NJ3OT7D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_283&otracker=browse&fm=organic&iid=b22a44fe-020d-4321-b531-53d509c5cfb1.MOBGWH8SBYXG332N.SEARCH&ppt=None&ppn=None&ssid=47gelppxo00000001713284352216,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_291&otracker=browse&fm=organic&iid=en_pW9QTD1eeLosPAjuE0LqfQi2drjT6lRBlG-fvNUXA5OimSDB71NRI9a58oiJqDJVUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xt8qj61c280000001713284353364,4.4,No reviews available
"realme C55 (Sunshower, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJCXN6WRB3&lid=LSTMOBGNBYJCXN6WRB3WXXMAE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_300&otracker=browse&fm=organic&iid=cfdf3470-51b9-4c65-881e-317a98690693.MOBGNBYJCXN6WRB3.SEARCH&ppt=None&ppn=None&ssid=xt8qj61c280000001713284353364,4.4,No reviews available
"realme 12x 5G (Twilight Purple, 128 GB)","₹13,499",https://www.flipkart.com/realme-12x-5g-twilight-purple-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6BMYWCAZEC&lid=LSTMOBGYQ6BMYWCAZECB5I66N&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_310&otracker=browse&fm=organic&iid=cfdf3470-51b9-4c65-881e-317a98690693.MOBGYQ6BMYWCAZEC.SEARCH&ppt=None&ppn=None&ssid=xt8qj61c280000001713284353364,4.4,No reviews available
"realme 12x 5G (Woodland Green, 128 GB)","₹13,499",https://www.flipkart.com/realme-12x-5g-woodland-green-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6BETBWFTDH&lid=LSTMOBGYQ6BETBWFTDHJLSPJZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_311&otracker=browse&fm=organic&iid=cfdf3470-51b9-4c65-881e-317a98690693.MOBGYQ6BETBWFTDH.SEARCH&ppt=None&ppn=None&ssid=xt8qj61c280000001713284353364,4.4,No reviews available
"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGYQ6BVDHRJRSG&lid=LSTMOBGYQ6BVDHRJRSGDKJZZD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_13_312&otracker=browse&fm=organic&iid=cfdf3470-51b9-4c65-881e-317a98690693.MOBGYQ6BVDHRJRSG.SEARCH&ppt=None&ppn=None&ssid=xt8qj61c280000001713284353364,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_14_317&otracker=browse&fm=organic&iid=en_cNpn8ETKkryoRyL3dB66jJiAje1x3ALSty90LUDNmE4biKZncYDC8KXNImjU9Z8DUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jkhdpfvuxc0000001713284354376,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_337&otracker=browse&fm=organic&iid=en_o4aWjRns7TKr7dY7SWN4Odg-L0R5iwVLXHDT0X64qT8OVx_P4zFFPDx_4GxQHvL8UhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6byp3f6pts0000001713284355476,4.4,No reviews available
"IQOO Z7 Pro 5G (Graphite Matte, 256 GB)","₹24,514",https://www.flipkart.com/iqoo-z7-pro-5g-graphite-matte-256-gb/p/itm483b74cd6f587?pid=MOBGTBFHY3K5EMWZ&lid=LSTMOBGTBFHY3K5EMWZG1LCWL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_346&otracker=browse&fm=organic&iid=fc0b2858-cd80-46c9-aff0-cd6d267b0370.MOBGTBFHY3K5EMWZ.SEARCH&ppt=None&ppn=None&ssid=6byp3f6pts0000001713284355476,4.4,No reviews available
"realme 12x 5G (Twilight Purple, 128 GB)","₹14,999",https://www.flipkart.com/realme-12x-5g-twilight-purple-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6BVK8HYMAG&lid=LSTMOBGYQ6BVK8HYMAGXL2LRY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_349&otracker=browse&fm=organic&iid=fc0b2858-cd80-46c9-aff0-cd6d267b0370.MOBGYQ6BVK8HYMAG.SEARCH&ppt=None&ppn=None&ssid=6byp3f6pts0000001713284355476,4.4,No reviews available
"realme 12x 5G (Woodland Green, 128 GB)","₹14,999",https://www.flipkart.com/realme-12x-5g-woodland-green-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6B7WKC4SVZ&lid=LSTMOBGYQ6B7WKC4SVZNEZRW7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_351&otracker=browse&fm=organic&iid=fc0b2858-cd80-46c9-aff0-cd6d267b0370.MOBGYQ6B7WKC4SVZ.SEARCH&ppt=None&ppn=None&ssid=6byp3f6pts0000001713284355476,4.4,No reviews available
"IQOO Z7 Pro 5G (Blue Lagoon, 256 GB)","₹24,369",https://www.flipkart.com/iqoo-z7-pro-5g-blue-lagoon-256-gb/p/itm483b74cd6f587?pid=MOBGTBFFZMJHZYNT&lid=LSTMOBGTBFFZMJHZYNTIA1JMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_15_356&otracker=browse&fm=organic&iid=fc0b2858-cd80-46c9-aff0-cd6d267b0370.MOBGTBFFZMJHZYNT.SEARCH&ppt=None&ppn=None&ssid=6byp3f6pts0000001713284355476,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_16_361&otracker=browse&fm=organic&iid=en_T2XIT9sqnx9SAe6x7x6sORaGSE5HzGAvKfasgD5fRj-gUTGqaOPEwuiKS32-jArQUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=hapdxje9bk0000001713284356514,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_387&otracker=browse&fm=organic&iid=en_HCHCjIkXQW3cgvnStUJKeMNwa61wlvjlGOCM8id_RJVMcPnJmr6fh_xEGC1EHmgBUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=x3qy3q852o0000001713284357946,4.4,No reviews available
"Nothing Phone (2) (Dark Grey, 256 GB)","₹37,999",https://www.flipkart.com/nothing-phone-2-dark-grey-256-gb/p/itmc1490711c3eb9?pid=MOBGZSDKU5CGE8FX&lid=LSTMOBGZSDKU5CGE8FXD4MGTF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_404&otracker=browse&fm=organic&iid=0e6f30d2-d33c-4ce2-b37b-ab2e20d8469f.MOBGZSDKU5CGE8FX.SEARCH&ppt=None&ppn=None&ssid=x3qy3q852o0000001713284357946,4.4,No reviews available
"Nothing Phone (2) (Dark Grey, 512 GB)","₹49,999",https://www.flipkart.com/nothing-phone-2-dark-grey-512-gb/p/itmc1490711c3eb9?pid=MOBGZSDKJSFH7GZT&lid=LSTMOBGZSDKJSFH7GZT0NUNZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_17_407&otracker=browse&fm=organic&iid=0e6f30d2-d33c-4ce2-b37b-ab2e20d8469f.MOBGZSDKJSFH7GZT.SEARCH&ppt=None&ppn=None&ssid=x3qy3q852o0000001713284357946,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_411&otracker=browse&fm=organic&iid=en_T0U1YJ2F5tVXEYSyY4HvAr9ZStb4g7wCXCp93A-ElGswPSoXPhH0brR3elNJdPJGUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2qe0yvw0m80000001713284358883,4.4,No reviews available
"Nothing Phone (2) (White, 256 GB)","₹37,999",https://www.flipkart.com/nothing-phone-2-white-256-gb/p/itmc1490711c3eb9?pid=MOBGZSDKHBHNYPSH&lid=LSTMOBGZSDKHBHNYPSHLW24IH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_18_419&otracker=browse&fm=organic&iid=71801fdc-7a84-4206-a37f-c2ca12976812.MOBGZSDKHBHNYPSH.SEARCH&ppt=None&ppn=None&ssid=2qe0yvw0m80000001713284358883,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_437&otracker=browse&fm=organic&iid=en_kAaXn8gUbwa7PejZfXTDlfrtG6NkpCXoanHoj_jrd-71yOzHyoL0N9BN1DdgWIAaUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=e1pi3go67k0000001713284360092,4.4,No reviews available
"realme C55 (Sunshower, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJCXN6WRB3&lid=LSTMOBGNBYJCXN6WRB3WXXMAE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_441&otracker=browse&fm=organic&iid=5da9361c-19af-4bbd-a222-d9ab5743a57f.MOBGNBYJCXN6WRB3.SEARCH&ppt=None&ppn=None&ssid=e1pi3go67k0000001713284360092,4.4,No reviews available
"vivo T2 5G (Velocity Wave, 128 GB)","₹15,999",https://www.flipkart.com/vivo-t2-5g-velocity-wave-128-gb/p/itma79eb573156a4?pid=MOBGZBFU3KXMFYHP&lid=LSTMOBGZBFU3KXMFYHPISZOYF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_444&otracker=browse&fm=organic&iid=5da9361c-19af-4bbd-a222-d9ab5743a57f.MOBGZBFU3KXMFYHP.SEARCH&ppt=None&ppn=None&ssid=e1pi3go67k0000001713284360092,4.4,No reviews available
"Nothing Phone (2) (White, 512 GB)","₹38,999",https://www.flipkart.com/nothing-phone-2-white-512-gb/p/itmc1490711c3eb9?pid=MOBGZSDKJYHHV3KN&lid=LSTMOBGZSDKJYHHV3KNEMJPQM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_447&otracker=browse&fm=organic&iid=5da9361c-19af-4bbd-a222-d9ab5743a57f.MOBGZSDKJYHHV3KN.SEARCH&ppt=None&ppn=None&ssid=e1pi3go67k0000001713284360092,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_457&otracker=browse&fm=organic&iid=en_XdD3mSHhbmXYFo_EhZgpuLh68EEdN3mSS8NLZt4UcQVO0IxXRvtkGkhf7K8fkWDhUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=sabud1e6wg0000001713284361047,4.4,No reviews available
"Nothing Phone (2) (White, 512 GB)","₹38,999",https://www.flipkart.com/nothing-phone-2-white-512-gb/p/itmc1490711c3eb9?pid=MOBGZSDKJYHHV3KN&lid=LSTMOBGZSDKJYHHV3KNEMJPQM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_463&otracker=browse&fm=organic&iid=c163bca0-683a-49f9-8853-9f18a147fe3a.MOBGZSDKJYHHV3KN.SEARCH&ppt=None&ppn=None&ssid=sabud1e6wg0000001713284361047,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_481&otracker=browse&fm=organic&iid=en_bqBsM602AeanTin8ezOE538tVV6bd12839XmusxKwxda-2XuvvXWvCNtCeNfenF1UhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v88fz2b34g0000001713284362008,4.4,No reviews available
"Nothing Phone (2) (White, 256 GB)","₹37,999",https://www.flipkart.com/nothing-phone-2-white-256-gb/p/itmc1490711c3eb9?pid=MOBGZSDKHBHNYPSH&lid=LSTMOBGZSDKHBHNYPSHLW24IH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_498&otracker=browse&fm=organic&iid=0d14d82d-3a0d-4bfe-88da-822ae1ec26d9.MOBGZSDKHBHNYPSH.SEARCH&ppt=None&ppn=None&ssid=v88fz2b34g0000001713284362008,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_22_507&otracker=browse&fm=organic&iid=en_s2B7ywovoLHXr6M5fDlCF41YldaBfHdMTk70j0YhdyEytYRGu3PpUH-6QmsALlIFUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ihywdf1yfk0000001713284362983,4.4,No reviews available
"realme C55 (Sunshower, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJCXN6WRB3&lid=LSTMOBGNBYJCXN6WRB3WXXMAE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_23_529&otracker=browse&fm=organic&iid=24d9e1e9-f93a-4eb6-a211-66e6057584d8.MOBGNBYJCXN6WRB3.SEARCH&ppt=None&ppn=None&ssid=h2ee2snizk0000001713284363957,4.4,No reviews available
"vivo T2 5G (Velocity Wave, 128 GB)","₹15,999",https://www.flipkart.com/vivo-t2-5g-velocity-wave-128-gb/p/itma79eb573156a4?pid=MOBGZBFU3KXMFYHP&lid=LSTMOBGZBFU3KXMFYHPISZOYF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_23_530&otracker=browse&fm=organic&iid=24d9e1e9-f93a-4eb6-a211-66e6057584d8.MOBGZBFU3KXMFYHP.SEARCH&ppt=None&ppn=None&ssid=h2ee2snizk0000001713284363957,4.4,No reviews available
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_23_531&otracker=browse&fm=organic&iid=en__l6aarTijHM_Pin2pd4Kl1a8rJ5omfb-qfYVHihSZh_Ex-KUWLycEq7tZ8EMvhrGUhCgNtUJgrdrwsXsjTCLxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=h2ee2snizk0000001713284363957,4.4,No reviews available
